Sıra No,İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Yeşil Şarj İstasyonu mu,Adres,Soket No,Soket Tipi,Soket Türü,Soket Gücü (kW),Latitude,Longitude
476.0,ŞRJ/12762,Kalafatlar Orsan,HALKA_ACIK,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ, , şahincili Mahallesi 633 Sokağı  No:1 Merkez / ORDU,SKT/32863,DC,DC_CCS,120.0,,
476.0,ŞRJ/12762,Kalafatlar Orsan,HALKA_ACIK,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ, , şahincili Mahallesi 633 Sokağı  No:1 Merkez / ORDU,SKT/32864,DC,DC_CCS,120.0,,
43.0,ŞRJ/4067,AĞAOĞLU MY WORLD STARLAND,OZEL,ESTASYON,İSTASYON ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,İSTASYON ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,"Barbaros Mahallesi Dereboyu Caddesi Gül Sokağı  No:1 ( Ada: - , Pafta: - , Parsel: - )",SKT/8326,AC,AC_TYPE2,22.0,,
43.0,ŞRJ/4067,AĞAOĞLU MY WORLD STARLAND,OZEL,ESTASYON,İSTASYON ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,İSTASYON ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,"Barbaros Mahallesi Dereboyu Caddesi Gül Sokağı  No:1 ( Ada: - , Pafta: - , Parsel: - )",SKT/8327,AC,AC_TYPE2,22.0,,
43.0,ŞRJ/4067,AĞAOĞLU MY WORLD STARLAND,OZEL,ESTASYON,İSTASYON ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,İSTASYON ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,"Barbaros Mahallesi Dereboyu Caddesi Gül Sokağı  No:1 ( Ada: - , Pafta: - , Parsel: - )",SKT/8328,AC,AC_TYPE2,22.0,,
325.0,ŞRJ/15355,AKM Charge Artvin/Arhavi 22kW - 2AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Boğaziçi Mahallesi Cengiz Kurdoğdu Sokağı  No:Ç 9  Arhavi Rms-a İstasyonu Arhavi / ARTVİN,SKT/40955,AC,AC_TYPE2,22.0,,
325.0,ŞRJ/15355,AKM Charge Artvin/Arhavi 22kW - 2AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Boğaziçi Mahallesi Cengiz Kurdoğdu Sokağı  No:Ç 9  Arhavi Rms-a İstasyonu Arhavi / ARTVİN,SKT/40956,AC,AC_TYPE2,22.0,,
330.0,ŞRJ/15191,AKM Charge - Samsun Bafra - AC22+DC120,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Koğa Mahallesi Samsun Caddesi  No:162  Akmercan Delta Bölge Müdürlük Binası Bafra / SAMSUN,SKT/40442,DC,DC_CCS,120.0,,
330.0,ŞRJ/15191,AKM Charge - Samsun Bafra - AC22+DC120,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Koğa Mahallesi Samsun Caddesi  No:162  Akmercan Delta Bölge Müdürlük Binası Bafra / SAMSUN,SKT/40443,DC,DC_CCS,120.0,,
330.0,ŞRJ/15191,AKM Charge - Samsun Bafra - AC22+DC120,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Koğa Mahallesi Samsun Caddesi  No:162  Akmercan Delta Bölge Müdürlük Binası Bafra / SAMSUN,SKT/40903,AC,AC_TYPE2,22.0,,
332.0,ŞRJ/15356,AKM Charge Sakarya/Pamukova 22kW 2AC - 120kW 1DC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Cumhuriyet Mahallesi Fatih Caddesi  No:138  Pamukova Belediyesi Gölpark Tesisleri Pamukova / SAKARYA,SKT/40957,DC,DC_CCS,120.0,,
332.0,ŞRJ/15356,AKM Charge Sakarya/Pamukova 22kW 2AC - 120kW 1DC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Cumhuriyet Mahallesi Fatih Caddesi  No:138  Pamukova Belediyesi Gölpark Tesisleri Pamukova / SAKARYA,SKT/40958,DC,DC_CCS,120.0,,
332.0,ŞRJ/15356,AKM Charge Sakarya/Pamukova 22kW 2AC - 120kW 1DC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Cumhuriyet Mahallesi Fatih Caddesi  No:138  Pamukova Belediyesi Gölpark Tesisleri Pamukova / SAKARYA,SKT/40959,AC,AC_TYPE2,22.0,,
332.0,ŞRJ/15356,AKM Charge Sakarya/Pamukova 22kW 2AC - 120kW 1DC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Cumhuriyet Mahallesi Fatih Caddesi  No:138  Pamukova Belediyesi Gölpark Tesisleri Pamukova / SAKARYA,SKT/40960,AC,AC_TYPE2,11.0,,
335.0,ŞRJ/15331,AKM Charge Sinop/Boyabat 22 kW - 2AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Maruf Mahallesi  No:5  Organize Sanayi Bölgesi  Maruf Köyü Boyabat / SİNOP,SKT/40884,AC,AC_TYPE2,22.0,,
335.0,ŞRJ/15331,AKM Charge Sinop/Boyabat 22 kW - 2AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Maruf Mahallesi  No:5  Organize Sanayi Bölgesi  Maruf Köyü Boyabat / SİNOP,SKT/40911,AC,AC_TYPE2,22.0,,
338.0,ŞRJ/8077,Nish İstanbul A Blok,HALKA_ACIK,TAMŞARJ,TEKNO METAL ÜRÜNLERİ İMALAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,TEKNO METAL ÜRÜNLERİ İMALAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,Çobançeşme Mahallesi Vali Recep Yazıcıoğlu Sanayi Caddesi  No:A Blok Mekanik Panosu Bahçelievler / İSTANBUL,SKT/18468,AC,AC_TYPE2,22.0,,
338.0,ŞRJ/8077,Nish İstanbul A Blok,HALKA_ACIK,TAMŞARJ,TEKNO METAL ÜRÜNLERİ İMALAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,TEKNO METAL ÜRÜNLERİ İMALAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,Çobançeşme Mahallesi Vali Recep Yazıcıoğlu Sanayi Caddesi  No:A Blok Mekanik Panosu Bahçelievler / İSTANBUL,SKT/18469,AC,AC_TYPE2,22.0,,
338.0,ŞRJ/8077,Nish İstanbul A Blok,HALKA_ACIK,TAMŞARJ,TEKNO METAL ÜRÜNLERİ İMALAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,TEKNO METAL ÜRÜNLERİ İMALAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,Çobançeşme Mahallesi Vali Recep Yazıcıoğlu Sanayi Caddesi  No:A Blok Mekanik Panosu Bahçelievler / İSTANBUL,SKT/18470,AC,AC_TYPE2,22.0,,
356.0,ŞRJ/15187,AKM Charge - Bartın Merkez - 22 kW - 2AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Kırtepe Mahallesi 164 Sokağı  Bartın Kemik Park Otel Otoparkı Merkez / BARTIN,SKT/40423,AC,AC_TYPE2,22.0,,
356.0,ŞRJ/15187,AKM Charge - Bartın Merkez - 22 kW - 2AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Kırtepe Mahallesi 164 Sokağı  Bartın Kemik Park Otel Otoparkı Merkez / BARTIN,SKT/40910,AC,AC_TYPE2,22.0,,
357.0,ŞRJ/15184,AKM Charge - Bartın Ulus - 22 kW - 3AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Kaldırım Mahallesi Cevdet Ulus Üniversite Caddesi  No:13  Ulus Cng Tesisi Ulus / BARTIN,SKT/40420,AC,AC_TYPE2,22.0,,
357.0,ŞRJ/15184,AKM Charge - Bartın Ulus - 22 kW - 3AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Kaldırım Mahallesi Cevdet Ulus Üniversite Caddesi  No:13  Ulus Cng Tesisi Ulus / BARTIN,SKT/40908,AC,AC_TYPE2,22.0,,
357.0,ŞRJ/15184,AKM Charge - Bartın Ulus - 22 kW - 3AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Kaldırım Mahallesi Cevdet Ulus Üniversite Caddesi  No:13  Ulus Cng Tesisi Ulus / BARTIN,SKT/40909,AC,AC_TYPE2,22.0,,
358.0,ŞRJ/15183,AKM Charge - Muğla Kavaklıdere  - 22 kW - 2AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Yeni Mahallesi  No:23/a  Kavaklıdere Cng İstasyonu Önü  Mevkii Uludere Kavaklıdere / MUĞLA,SKT/40419,AC,AC_TYPE2,22.0,,
358.0,ŞRJ/15183,AKM Charge - Muğla Kavaklıdere  - 22 kW - 2AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Yeni Mahallesi  No:23/a  Kavaklıdere Cng İstasyonu Önü  Mevkii Uludere Kavaklıdere / MUĞLA,SKT/40907,AC,AC_TYPE2,22.0,,
359.0,ŞRJ/15182,AKM Charge - Muğla Yatağan - 22 kW - 1AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Yeniköy Mahallesi Yatağan-milas Yolu Caddesi Yeniköy Sokağı  Yatağan Rms-a Yatağan / MUĞLA,SKT/40418,AC,AC_TYPE2,22.0,,
360.0,ŞRJ/15178,AKM Charge - Mardin/Artuklu - 22 kW - 2AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Osb Hizmet Destek Alanı Mahallesi 2. Bulvar Caddesi  No:11/b  Gıda Toptancılar Sitesi Artuklu / MARDİN,SKT/40414,AC,AC_TYPE2,22.0,,
360.0,ŞRJ/15178,AKM Charge - Mardin/Artuklu - 22 kW - 2AC,HALKA_ACIK,akmcharge,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ,AKMERCAN ELEKTRİK DOĞAL GAZ YATIRIMLARI ANONİM ŞİRKETİ, ,Osb Hizmet Destek Alanı Mahallesi 2. Bulvar Caddesi  No:11/b  Gıda Toptancılar Sitesi Artuklu / MARDİN,SKT/40906,AC,AC_TYPE2,22.0,,
399.0,ŞRJ/17834,Olypos 1 Sitesi 2,OZEL,AUTOVOLT,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,Kuzeykent Mahallesi 31141 Sokağı  No:5 Yenişehir / MERSİN,SKT/48945,AC,AC_TYPE2,22.0,,
400.0,ŞRJ/17835,Olypos 1 Sitesi 1,OZEL,AUTOVOLT,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,Kuzeykent Mahallesi 31141 Sokağı  No:5 Yenişehir / MERSİN,SKT/48946,AC,AC_TYPE2,22.0,,
403.0,ŞRJ/17838,Semt Yeni Köy Ofis 2,HALKA_ACIK,AUTOVOLT,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,Limonluk Mahallesi 2415 Sokağı  No:1A Yenişehir / MERSİN,SKT/48951,AC,AC_TYPE2,22.0,,
403.0,ŞRJ/17838,Semt Yeni Köy Ofis 2,HALKA_ACIK,AUTOVOLT,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,Limonluk Mahallesi 2415 Sokağı  No:1A Yenişehir / MERSİN,SKT/48952,AC,AC_TYPE2,22.0,,
404.0,ŞRJ/17839,Sky City Sitesi,OZEL,AUTOVOLT,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,Merkez Mahallesi 52175 Sokağı  No:1A Mezitli / MERSİN,SKT/48954,AC,AC_TYPE2,22.0,,
404.0,ŞRJ/17839,Sky City Sitesi,OZEL,AUTOVOLT,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,Merkez Mahallesi 52175 Sokağı  No:1A Mezitli / MERSİN,SKT/48955,AC,AC_TYPE2,22.0,,
405.0,ŞRJ/17854,MTM Konaklama,HALKA_ACIK,AUTOVOLT,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,Çiftlikköy Mahallesi 3204 Sokağı  No:1A Yenişehir / MERSİN,SKT/49059,AC,AC_TYPE2,22.0,,
405.0,ŞRJ/17854,MTM Konaklama,HALKA_ACIK,AUTOVOLT,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AUTOVOLT ENERJİ TEKNOLOJİ SİSTEMLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,Çiftlikköy Mahallesi 3204 Sokağı  No:1A Yenişehir / MERSİN,SKT/49060,AC,AC_TYPE2,22.0,,
415.0,ŞRJ/15733,Simurg Cave House,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Köyün Kendi Mahallesi Ulaşlı Caddesi 164 Sokağı  Simurg Cappadocıa Otel Ürgüp / NEVŞEHİR,SKT/42165,DC,DC_CCS,40.0,,
417.0,ŞRJ/16948,BOTANİK PARK SİTESİ 34. BLOK,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Kayaşehir Mahallesi Fenertepe 19.bölge Caddesi  No:34.BLOK /MERDİVEN OTOMATİĞİ 1 Başakşehir / İSTANBUL,SKT/46139,AC,AC_TYPE2,11.0,,
418.0,ŞRJ/16949,BOTANİK PARK  SİTESİ 29. BLOK,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Kayaşehir Mahallesi Veysel Karani Caddesi  No:29.BLOK  Fenertepe 19.bölge Başakşehir / İSTANBUL,SKT/46140,AC,AC_TYPE2,11.0,,
419.0,ŞRJ/16950,BOTANİK PARK  SİTESİ 27. BLOK,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Kayaşehir Mahallesi  No:27.BLOK /MERDİVEN OTOMATİĞİ 1  Fenertepe 19.bölge Başakşehir / İSTANBUL,SKT/46142,AC,AC_TYPE2,11.0,,
420.0,ŞRJ/16964,LAVİNYA MARMARA SİTESİ-4,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Sinanoba Mahallesi Hayırlı Sokağı  No:D BLOK /1  Ortak Alan Büyükçekmece / İSTANBUL,SKT/46171,AC,AC_TYPE2,22.0,,
421.0,ŞRJ/16966,LAVİNYA MARMARA SİTESİ-3,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Sinanoba Mahallesi Hayırlı Sokağı  No:1 /ORTAK ALAN Arnavutköy / İSTANBUL,SKT/46173,AC,AC_TYPE2,22.0,,
427.0,ŞRJ/17030,LAVİNYA MARMARA OTOPARK,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Sinanoba Mahallesi Hayırlı Sokağı  No:1 /C BLOK  Ortak Alan Büyükçekmece / İSTANBUL,SKT/46348,AC,AC_TYPE2,7.0,,
430.0,ŞRJ/17103,ONUR PARK LİFE SİTESİ,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Merkez Koza Mahallesi 1673 Sokağı  No:15 /A 3 BLOK  Ortak Alan Esenyurt / İSTANBUL,SKT/46597,AC,AC_TYPE2,11.0,,
430.0,ŞRJ/17103,ONUR PARK LİFE SİTESİ,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Merkez Koza Mahallesi 1673 Sokağı  No:15 /A 3 BLOK  Ortak Alan Esenyurt / İSTANBUL,SKT/46598,AC,AC_TYPE2,11.0,,
430.0,ŞRJ/17103,ONUR PARK LİFE SİTESİ,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Merkez Koza Mahallesi 1673 Sokağı  No:15 /A 3 BLOK  Ortak Alan Esenyurt / İSTANBUL,SKT/46599,AC,AC_TYPE2,11.0,,
430.0,ŞRJ/17103,ONUR PARK LİFE SİTESİ,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Merkez Koza Mahallesi 1673 Sokağı  No:15 /A 3 BLOK  Ortak Alan Esenyurt / İSTANBUL,SKT/46600,AC,AC_TYPE2,11.0,,
430.0,ŞRJ/17103,ONUR PARK LİFE SİTESİ,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Merkez Koza Mahallesi 1673 Sokağı  No:15 /A 3 BLOK  Ortak Alan Esenyurt / İSTANBUL,SKT/46601,AC,AC_TYPE2,11.0,,
430.0,ŞRJ/17103,ONUR PARK LİFE SİTESİ,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Merkez Koza Mahallesi 1673 Sokağı  No:15 /A 3 BLOK  Ortak Alan Esenyurt / İSTANBUL,SKT/46602,AC,AC_TYPE2,11.0,,
439.0,ŞRJ/15636,ÇOBANLI İSKELESİ KARŞISI OTOPARK,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Cumhuriyet Mahallesi  Çobanlı İskelesi Karşısı Otopark Atakum / SAMSUN,SKT/41832,DC,DC_CCS,60.0,,
439.0,ŞRJ/15636,ÇOBANLI İSKELESİ KARŞISI OTOPARK,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,Cumhuriyet Mahallesi  Çobanlı İskelesi Karşısı Otopark Atakum / SAMSUN,SKT/41924,DC,DC_CCS,60.0,,
449.0,ŞRJ/17941,AKINCILAR VADİPARK TESİSLERİ,HALKA_ACIK,QC QUIKŞARJ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ,CHARGE MAHAL ENERJİ ANONİM ŞİRKETİ, ,"Gönen, Kıraçköy Mevki Mahallesi Cumhuriyet Caddesi  No:108-1 Akıncılar / SİVAS",SKT/49374,DC,DC_CCS,80.0,,
478.0,ŞRJ/16596,W BAHÇE SİTESİ,OZEL,Sepaş Akıllı Çözümler Anonim Şirketi,SEPAŞ AKILLI ÇÖZÜMLER ANONİM ŞİRKETİ,SEPAŞ AKILLI ÇÖZÜMLER ANONİM ŞİRKETİ, ,Yenişehir Mahallesi Bahar Sokağı  No:14/16  Merkez Bucak  Merkez Pendik / İSTANBUL,SKT/45128,AC,AC_TYPE2,6.0,,
478.0,ŞRJ/16596,W BAHÇE SİTESİ,OZEL,Sepaş Akıllı Çözümler Anonim Şirketi,SEPAŞ AKILLI ÇÖZÜMLER ANONİM ŞİRKETİ,SEPAŞ AKILLI ÇÖZÜMLER ANONİM ŞİRKETİ, ,Yenişehir Mahallesi Bahar Sokağı  No:14/16  Merkez Bucak  Merkez Pendik / İSTANBUL,SKT/45129,AC,AC_TYPE2,6.0,,
96.0,ŞRJ/11275,ECLİPSE MASLAK,HALKA_ACIK,efish,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Maslak Mahallesi Akasya Sokağı  No:1 8B Şişli / İSTANBUL,SKT/27911,DC,DC_CCS,60.0,,
96.0,ŞRJ/11275,ECLİPSE MASLAK,HALKA_ACIK,efish,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,ARTAŞ ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Maslak Mahallesi Akasya Sokağı  No:1 8B Şişli / İSTANBUL,SKT/27912,DC,DC_CCS,60.0,,
153.0,ŞRJ/3837,BOSPHORUS 2,HALKA_ACIK,AOSTECHNOLOGY,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ, ,Sinpaş Gyo Mahallesi 23 Sokağı Küçükçekmece / İSTANBUL,SKT/7843,AC,AC_TYPE2,22.0,,
153.0,ŞRJ/3837,BOSPHORUS 2,HALKA_ACIK,AOSTECHNOLOGY,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ, ,Sinpaş Gyo Mahallesi 23 Sokağı Küçükçekmece / İSTANBUL,SKT/7844,AC,AC_TYPE2,22.0,,
155.0,ŞRJ/5429,İPEKSOY THERMAL HOTEL,HALKA_ACIK,AOSTECHNOLOGY,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ, ,Hürriyet Mahallesi Kaplıca Sokağı  No:41 /2  Çavundur Kurşunlu / ÇANKIRI,SKT/11783,AC,AC_TYPE2,22.0,,
