Sıra No,İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Yeşil Şarj İstasyonu mu,Adres,Soket No,Soket Tipi,Soket Türü,Soket Gücü (kW),Latitude,Longitude
426.0,ŞRJ/15740,SUENO HOTEL BEACH SİDE,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Sueno Beach Hotel Side Mahallesi  No:0  Sorgun Yolu Manavgat / ANTALYA,SKT/42185,AC,AC_TYPE2,22.0,,
428.0,ŞRJ/16150,Bİ MOLA IŞIKLAR,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Fenertepe Mahallesi  3.boğazköprüsü Şantiyesi Sultangazi / İSTANBUL,SKT/43666,DC,DC_CCS,200.0,,
428.0,ŞRJ/16150,Bİ MOLA IŞIKLAR,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Fenertepe Mahallesi  3.boğazköprüsü Şantiyesi Sultangazi / İSTANBUL,SKT/43667,DC,DC_CCS,200.0,,
438.0,ŞRJ/13853,ST MOTORS,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Yaylacık Mahallesi İki Kule A Blok Sokağı  No:9/A Akçaabat / TRABZON,SKT/36310,AC,AC_TYPE2,22.0,,
454.0,ŞRJ/16566,LİVA PARK SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Feyzi Çakmak Mahallesi Altunyunus Sokağı  No:15 Atakum / SAMSUN,SKT/45045,AC,AC_TYPE2,22.0,,
454.0,ŞRJ/16566,LİVA PARK SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Feyzi Çakmak Mahallesi Altunyunus Sokağı  No:15 Atakum / SAMSUN,SKT/45046,AC,AC_TYPE2,22.0,,
481.0,ŞRJ/16815,PANORAMA EVLERİ 2 SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Çankaya Mahallesi 6375 Sokağı  No:2/A Kepez / ANTALYA,SKT/45754,AC,AC_TYPE2,21.0,,
481.0,ŞRJ/16815,PANORAMA EVLERİ 2 SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Çankaya Mahallesi 6375 Sokağı  No:2/A Kepez / ANTALYA,SKT/45755,AC,AC_TYPE2,21.0,,
28.0,ŞRJ/3370,DOĞUŞ DİJİTAL ENERJİ-ELİTE HOTEL DRAGOS,HALKA_ACIK,dgdoğuşgıda,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ, ,Sahrayıcedit Mahallesi Feritbey Sokağı  No:1-3 / 34  Bucak Merkez Maltepe / İSTANBUL,SKT/6652,AC,AC_TYPE2,22.0,,
28.0,ŞRJ/3370,DOĞUŞ DİJİTAL ENERJİ-ELİTE HOTEL DRAGOS,HALKA_ACIK,dgdoğuşgıda,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ, ,Sahrayıcedit Mahallesi Feritbey Sokağı  No:1-3 / 34  Bucak Merkez Maltepe / İSTANBUL,SKT/6653,AC,AC_TYPE2,22.0,,
49.0,ŞRJ/20197,DEMİRKAZIK AC-1,HALKA_ACIK,dgdoğuşgıda,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ, ,Zühtü Paşa Mahallesi Cemre Sokağı  No:14 Kadıköy / İSTANBUL,SKT/57552,AC,AC_TYPE2,11.0,,
105.0,ŞRJ/8449,TOGER - KIZKULESİ SİTESİ,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Kayaşehir Mahallesi  11.bölge Toki Konutları Başakşehir / İSTANBUL,SKT/19367,AC,AC_TYPE2,9.0,,
105.0,ŞRJ/8449,TOGER - KIZKULESİ SİTESİ,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Kayaşehir Mahallesi  11.bölge Toki Konutları Başakşehir / İSTANBUL,SKT/41457,AC,AC_TYPE2,8.0,,
113.0,ŞRJ/16878,BURGAZ ÇARŞI EVLERİ,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Şahin Mahallesi Bilgin Sokağı  No:112/A Başakşehir / İSTANBUL,SKT/45937,AC,AC_TYPE2,22.0,,
113.0,ŞRJ/16878,BURGAZ ÇARŞI EVLERİ,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Şahin Mahallesi Bilgin Sokağı  No:112/A Başakşehir / İSTANBUL,SKT/45938,AC,AC_TYPE2,22.0,,
125.0,ŞRJ/16890,Kayaşehir Vadi Konutları,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi Çimen Sokağı  Kayabası 16 Gölge Başakşehir / İSTANBUL,SKT/45955,AC,AC_TYPE2,4.0,,
125.0,ŞRJ/16890,Kayaşehir Vadi Konutları,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi Çimen Sokağı  Kayabası 16 Gölge Başakşehir / İSTANBUL,SKT/45956,AC,AC_TYPE2,3.0,,
144.0,ŞRJ/5128,TOGER - BAŞAKŞEHİR BELEDİYESİ,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi 15 Temmuz Sokağı  No:7 Başakşehir / İSTANBUL,SKT/10954,DC,DC_CCS,60.0,,
144.0,ŞRJ/5128,TOGER - BAŞAKŞEHİR BELEDİYESİ,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi 15 Temmuz Sokağı  No:7 Başakşehir / İSTANBUL,SKT/10955,DC,DC_CCS,60.0,,
144.0,ŞRJ/5128,TOGER - BAŞAKŞEHİR BELEDİYESİ,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi 15 Temmuz Sokağı  No:7 Başakşehir / İSTANBUL,SKT/40058,AC,AC_TYPE2,22.0,,
144.0,ŞRJ/5128,TOGER - BAŞAKŞEHİR BELEDİYESİ,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi 15 Temmuz Sokağı  No:7 Başakşehir / İSTANBUL,SKT/40060,AC,AC_TYPE2,22.0,,
144.0,ŞRJ/5128,TOGER - BAŞAKŞEHİR BELEDİYESİ,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi 15 Temmuz Sokağı  No:7 Başakşehir / İSTANBUL,SKT/40062,AC,AC_TYPE2,22.0,,
144.0,ŞRJ/5128,TOGER - BAŞAKŞEHİR BELEDİYESİ,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi 15 Temmuz Sokağı  No:7 Başakşehir / İSTANBUL,SKT/40063,AC,AC_TYPE2,22.0,,
156.0,ŞRJ/19951,Metrokent - Imam-i Azam Camii,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Başak Mahallesi Yeşilvadi Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,SKT/56699,AC,AC_TYPE2,22.0,,
156.0,ŞRJ/19951,Metrokent - Imam-i Azam Camii,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Başak Mahallesi Yeşilvadi Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,SKT/56701,AC,AC_TYPE2,22.0,,
156.0,ŞRJ/19951,Metrokent - Imam-i Azam Camii,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Başak Mahallesi Yeşilvadi Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,SKT/56705,DC,DC_CCS,240.0,,
156.0,ŞRJ/19951,Metrokent - Imam-i Azam Camii,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Başak Mahallesi Yeşilvadi Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,SKT/56707,DC,DC_CCS,240.0,,
156.0,ŞRJ/19951,Metrokent - Imam-i Azam Camii,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Başak Mahallesi Yeşilvadi Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,SKT/56708,DC,DC_CCS,240.0,,
156.0,ŞRJ/19951,Metrokent - Imam-i Azam Camii,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Başak Mahallesi Yeşilvadi Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,SKT/56709,DC,DC_CCS,240.0,,
161.0,ŞRJ/18309,İstanbul Gıda Toptancılar Çarşısı,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Şahintepe Mahallesi G-602 Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,SKT/50524,DC,DC_CCS,120.0,,
161.0,ŞRJ/18309,İstanbul Gıda Toptancılar Çarşısı,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Şahintepe Mahallesi G-602 Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,SKT/50525,DC,DC_CCS,120.0,,
161.0,ŞRJ/18309,İstanbul Gıda Toptancılar Çarşısı,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Şahintepe Mahallesi G-602 Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,SKT/50526,AC,AC_TYPE2,20.0,,
161.0,ŞRJ/18309,İstanbul Gıda Toptancılar Çarşısı,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Şahintepe Mahallesi G-602 Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,SKT/50527,AC,AC_TYPE2,20.0,,
161.0,ŞRJ/18309,İstanbul Gıda Toptancılar Çarşısı,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Şahintepe Mahallesi G-602 Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,SKT/50528,AC,AC_TYPE2,20.0,,
161.0,ŞRJ/18309,İstanbul Gıda Toptancılar Çarşısı,HALKA_ACIK,TOGER,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Şahintepe Mahallesi G-602 Caddesi  Araç Şarj İstasyonu Başakşehir / İSTANBUL,SKT/50529,AC,AC_TYPE2,20.0,,
204.0,ŞRJ/20629,Şafak Bilgi Teknolojileri Şarj İstasyonu,HALKA_ACIK,TÜRKŞARJ,ENERJİTURK ENERJİ YATIRIM ANONİM ŞİRKETİ,ENERJİTURK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Rabia Ana Mahallesi Kars Kapı Caddesi  No:B-4 BLOK 96 Yakutiye / ERZURUM,SKT/59285,AC,AC_TYPE2,22.0,,
208.0,ŞRJ/9239,Highway,HALKA_ACIK,FORTIS ENERJİ,FORTİS ENERJİ ELEKTRİK ÜRETİM ANONİM ŞİRKETİ,FORTİS ENERJİ ELEKTRİK ÜRETİM ANONİM ŞİRKETİ, ,"Kuruçay Kpr, Istanbul 227. Km Elmalık Mevkii No:5, Anadolu Otoyolu Abant Bağlantısı Mahallesi Merkez / BOLU",SKT/21668,DC,DC_CCS,180.0,,
208.0,ŞRJ/9239,Highway,HALKA_ACIK,FORTIS ENERJİ,FORTİS ENERJİ ELEKTRİK ÜRETİM ANONİM ŞİRKETİ,FORTİS ENERJİ ELEKTRİK ÜRETİM ANONİM ŞİRKETİ, ,"Kuruçay Kpr, Istanbul 227. Km Elmalık Mevkii No:5, Anadolu Otoyolu Abant Bağlantısı Mahallesi Merkez / BOLU",SKT/21669,DC,DC_CCS,180.0,,
208.0,ŞRJ/9239,Highway,HALKA_ACIK,FORTIS ENERJİ,FORTİS ENERJİ ELEKTRİK ÜRETİM ANONİM ŞİRKETİ,FORTİS ENERJİ ELEKTRİK ÜRETİM ANONİM ŞİRKETİ, ,"Kuruçay Kpr, Istanbul 227. Km Elmalık Mevkii No:5, Anadolu Otoyolu Abant Bağlantısı Mahallesi Merkez / BOLU",SKT/21670,DC,DC_CCS,180.0,,
208.0,ŞRJ/9239,Highway,HALKA_ACIK,FORTIS ENERJİ,FORTİS ENERJİ ELEKTRİK ÜRETİM ANONİM ŞİRKETİ,FORTİS ENERJİ ELEKTRİK ÜRETİM ANONİM ŞİRKETİ, ,"Kuruçay Kpr, Istanbul 227. Km Elmalık Mevkii No:5, Anadolu Otoyolu Abant Bağlantısı Mahallesi Merkez / BOLU",SKT/21671,DC,DC_CCS,180.0,,
217.0,ŞRJ/5641,GSM CHARGE SUSER (YENİKAPI HİZMET BİNASI) FATİH BELEDİYESİ,HALKA_ACIK,GSM CHARGE,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ, ,Saraç İshak Mah. Mahallesi Uysal Sk. Sokağı  No:No:1  Fatih Belediyesi Ek Hizmet Binası Yenikapı İski Arkası Fatih / İSTANBUL,SKT/12190,AC,AC_TYPE2,22.0,,
233.0,ŞRJ/2251,GSM CHARGE KONAKOĞLU ŞARJ İSTASYONU,HALKA_ACIK,GSM CHARGE,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ, ,Akpınar Mahallesi Semaver Sokağı  No:3 /İşyeri Sancaktepe / İSTANBUL,SKT/4117,AC,AC_TYPE2,22.0,,
233.0,ŞRJ/2251,GSM CHARGE KONAKOĞLU ŞARJ İSTASYONU,HALKA_ACIK,GSM CHARGE,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ, ,Akpınar Mahallesi Semaver Sokağı  No:3 /İşyeri Sancaktepe / İSTANBUL,SKT/4118,AC,AC_TYPE2,22.0,,
247.0,ŞRJ/5640,GSM CHARGE ÇATLADIKAPI,HALKA_ACIK,GSM CHARGE,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ, ,Kenedy Caddesi Sahil Yolu Mahallesi Kumkapı Caddesi  Çatladıkapı Evlendirme Dairesi Fatih / İSTANBUL,SKT/12188,AC,AC_TYPE2,22.0,,
247.0,ŞRJ/5640,GSM CHARGE ÇATLADIKAPI,HALKA_ACIK,GSM CHARGE,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ, ,Kenedy Caddesi Sahil Yolu Mahallesi Kumkapı Caddesi  Çatladıkapı Evlendirme Dairesi Fatih / İSTANBUL,SKT/12189,AC,AC_TYPE2,22.0,,
276.0,ŞRJ/5643,SELİMPAŞA,HALKA_ACIK,onLIFE,FİLOPORT ARAÇ KİRALAMA VE SERVİS ANONİM ŞİRKETİ,ÖZEN ALIŞ VERİŞ HİZMETLERİ ANONİM ŞİRKETİ  , ,Selimpaşa Merkez Mahallesi 2050 Sokağı  No:31 Silivri / İSTANBUL,SKT/12193,AC,AC_TYPE2,22.0,,
306.0,ŞRJ/5467,HADIMKÖY KİPTAŞ,HALKA_ACIK,onLIFE,FİLOPORT ARAÇ KİRALAMA VE SERVİS ANONİM ŞİRKETİ,ÖZEN ALIŞ VERİŞ HİZMETLERİ ANONİM ŞİRKETİ  , ,"Ömerli Köyü Kiptaş Başak Knutları 2.etap 2.kısım İnş. Mahallesi  No:05-1,35  Kiptaş Başak Knutları 2.etap 2.kısım İnş Büyükçekmece / İSTANBUL",SKT/57717,AC,AC_TYPE2,22.0,,
365.0,ŞRJ/17174,MİGROS SİDE MMM,HALKA_ACIK,MİGGO,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Hatipler Mahallesi Eski Side Kvş Sokağı  No:1 Manavgat / ANTALYA,SKT/46840,DC,DC_CCS,60.0,,
365.0,ŞRJ/17174,MİGROS SİDE MMM,HALKA_ACIK,MİGGO,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Hatipler Mahallesi Eski Side Kvş Sokağı  No:1 Manavgat / ANTALYA,SKT/46841,DC,DC_CCS,60.0,,
368.0,ŞRJ/17532,MİGROS DATÇA MM,HALKA_ACIK,MİGGO,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Jandarma Karşısı İskele Mh Mahallesi  No:No:33  Belediye Eski Terminali Datça / MUĞLA,SKT/47895,AC,AC_TYPE2,22.0,,
396.0,ŞRJ/20132,MİGROS MERKEZ MAH MEZİTLİ MERSİN MM,HALKA_ACIK,MİGGO,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Merkez Mahallesi  No:792A Mezitli / MERSİN,SKT/57370,AC,AC_TYPE2,22.0,,
406.0,ŞRJ/7948,3 NOLU KAPALI OTOPARK,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Yıldırım Mahallesi Mahallesi Paşasaray Sokak Sokağı Karesi / BALIKESİR,SKT/18123,AC,AC_TYPE2,22.0,,
406.0,ŞRJ/7948,3 NOLU KAPALI OTOPARK,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Yıldırım Mahallesi Mahallesi Paşasaray Sokak Sokağı Karesi / BALIKESİR,SKT/18124,AC,AC_TYPE2,22.0,,
406.0,ŞRJ/7948,3 NOLU KAPALI OTOPARK,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Yıldırım Mahallesi Mahallesi Paşasaray Sokak Sokağı Karesi / BALIKESİR,SKT/18125,AC,AC_TYPE2,22.0,,
406.0,ŞRJ/7948,3 NOLU KAPALI OTOPARK,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Yıldırım Mahallesi Mahallesi Paşasaray Sokak Sokağı Karesi / BALIKESİR,SKT/18126,AC,AC_TYPE2,22.0,,
411.0,ŞRJ/9228,AKÇAY TERMİNAL,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Akçay Mahallesi Mahallesi  Akçay Otobüs Terminali Edremit / BALIKESİR,SKT/21618,DC,DC_CCS,120.0,,
411.0,ŞRJ/9228,AKÇAY TERMİNAL,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Akçay Mahallesi Mahallesi  Akçay Otobüs Terminali Edremit / BALIKESİR,SKT/21619,DC,DC_CCS,120.0,,
411.0,ŞRJ/9228,AKÇAY TERMİNAL,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Akçay Mahallesi Mahallesi  Akçay Otobüs Terminali Edremit / BALIKESİR,SKT/21620,AC,AC_TYPE2,22.0,,
418.0,ŞRJ/9229,ALTINOLUK TERMİNAL,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Altınoluk Mahallesi Mahallesi  Şahindere Köprüsü Edremit / BALIKESİR,SKT/21621,DC,DC_CCS,90.0,,
418.0,ŞRJ/9229,ALTINOLUK TERMİNAL,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Altınoluk Mahallesi Mahallesi  Şahindere Köprüsü Edremit / BALIKESİR,SKT/21623,DC,DC_CCS,90.0,,
418.0,ŞRJ/9229,ALTINOLUK TERMİNAL,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Altınoluk Mahallesi Mahallesi  Şahindere Köprüsü Edremit / BALIKESİR,SKT/21624,AC,AC_TYPE2,11.0,,
420.0,ŞRJ/15101,Balıkesir OSB 1,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Gaziosmanpaşa Osb Mahallesi 5. Caddesi  No:6 Altıeylül / BALIKESİR,SKT/40249,DC,DC_CCS,60.0,,
420.0,ŞRJ/15101,Balıkesir OSB 1,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Gaziosmanpaşa Osb Mahallesi 5. Caddesi  No:6 Altıeylül / BALIKESİR,SKT/40250,DC,DC_CCS,60.0,,
422.0,ŞRJ/9506,AVLU PARK ALANLARI,HALKA_ACIK,EKOS,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ,EKOS MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ TİCARET ANONİM ŞİRKETİ, ,Gümüşçeşme Mahallesi 8054. Sokağı  Avlu Otopark Altıeylül / BALIKESİR,SKT/22516,DC,DC_CCS,120.0,,
