Sıra No,İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Yeşil Şarj İstasyonu mu,Adres,Soket No,Soket Tipi,Soket Türü,Soket Gücü (kW)
431.0,ŞRJ/16682,green life 1-2-3-4-5,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Fırat Mahallesi 586 Sokağı  No:4a /11 Kayapınar / DİYARBAKIR,SKT/45406,AC,AC_TYPE2,22
431.0,ŞRJ/16682,green life 1-2-3-4-5,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Fırat Mahallesi 586 Sokağı  No:4a /11 Kayapınar / DİYARBAKIR,SKT/45407,AC,AC_TYPE2,22
431.0,ŞRJ/16682,green life 1-2-3-4-5,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Fırat Mahallesi 586 Sokağı  No:4a /11 Kayapınar / DİYARBAKIR,SKT/45408,AC,AC_TYPE2,22
431.0,ŞRJ/16682,green life 1-2-3-4-5,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Fırat Mahallesi 586 Sokağı  No:4a /11 Kayapınar / DİYARBAKIR,SKT/45409,AC,AC_TYPE2,22
432.0,ŞRJ/16683,positive yapı millenium towers sitesi 1-2-3-4-5,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Talaytepe Mahallesi 4003 Sokağı  No:1 Kayapınar / DİYARBAKIR,SKT/45410,AC,AC_TYPE2,22
432.0,ŞRJ/16683,positive yapı millenium towers sitesi 1-2-3-4-5,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Talaytepe Mahallesi 4003 Sokağı  No:1 Kayapınar / DİYARBAKIR,SKT/45411,AC,AC_TYPE2,22
432.0,ŞRJ/16683,positive yapı millenium towers sitesi 1-2-3-4-5,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Talaytepe Mahallesi 4003 Sokağı  No:1 Kayapınar / DİYARBAKIR,SKT/45412,AC,AC_TYPE2,22
432.0,ŞRJ/16683,positive yapı millenium towers sitesi 1-2-3-4-5,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Talaytepe Mahallesi 4003 Sokağı  No:1 Kayapınar / DİYARBAKIR,SKT/45413,AC,AC_TYPE2,22
432.0,ŞRJ/16683,positive yapı millenium towers sitesi 1-2-3-4-5,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Talaytepe Mahallesi 4003 Sokağı  No:1 Kayapınar / DİYARBAKIR,SKT/45414,AC,AC_TYPE2,22
433.0,ŞRJ/17357,DİYARBAKIR YENİ STANDYUM BURGERKİNG,HALKA_ACIK,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Fırat Mahallesi  No:127 Kayapınar / DİYARBAKIR,SKT/47438,AC,AC_TYPE2,22
433.0,ŞRJ/17357,DİYARBAKIR YENİ STANDYUM BURGERKİNG,HALKA_ACIK,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Fırat Mahallesi  No:127 Kayapınar / DİYARBAKIR,SKT/47439,AC,AC_TYPE2,22
433.0,ŞRJ/17357,DİYARBAKIR YENİ STANDYUM BURGERKİNG,HALKA_ACIK,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Fırat Mahallesi  No:127 Kayapınar / DİYARBAKIR,SKT/47440,AC,AC_TYPE2,22
434.0,ŞRJ/17358,BEŞİRİ PTT,HALKA_ACIK,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Mehmet Yatkın Mahallesi Namık Kemal Caddesi Beşiri / BATMAN,SKT/47441,AC,AC_TYPE2,22
434.0,ŞRJ/17358,BEŞİRİ PTT,HALKA_ACIK,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Mehmet Yatkın Mahallesi Namık Kemal Caddesi Beşiri / BATMAN,SKT/47442,AC,AC_TYPE2,22
434.0,ŞRJ/17358,BEŞİRİ PTT,HALKA_ACIK,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Mehmet Yatkın Mahallesi Namık Kemal Caddesi Beşiri / BATMAN,SKT/47443,AC,AC_TYPE2,22
435.0,ŞRJ/17243,Anemon Suit Residence Hotel,HALKA_ACIK,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Fırat Mahallesi 589/1 Sokağı  No:1 Kayapınar / DİYARBAKIR,SKT/47090,DC,DC_CCS,180
435.0,ŞRJ/17243,Anemon Suit Residence Hotel,HALKA_ACIK,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Fırat Mahallesi 589/1 Sokağı  No:1 Kayapınar / DİYARBAKIR,SKT/47091,DC,DC_CCS,180
435.0,ŞRJ/17243,Anemon Suit Residence Hotel,HALKA_ACIK,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Fırat Mahallesi 589/1 Sokağı  No:1 Kayapınar / DİYARBAKIR,SKT/53762,AC,AC_TYPE2,22
435.0,ŞRJ/17243,Anemon Suit Residence Hotel,HALKA_ACIK,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Fırat Mahallesi 589/1 Sokağı  No:1 Kayapınar / DİYARBAKIR,SKT/53763,AC,AC_TYPE2,22
436.0,ŞRJ/19182,Kutay Deluxe,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Diclekent Mahallesi Mastfıroş Caddesi  No:1A/1 Kayapınar / DİYARBAKIR,SKT/53764,AC,AC_TYPE2,8
436.0,ŞRJ/19182,Kutay Deluxe,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Diclekent Mahallesi Mastfıroş Caddesi  No:1A/1 Kayapınar / DİYARBAKIR,SKT/53765,AC,AC_TYPE2,8
436.0,ŞRJ/19182,Kutay Deluxe,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Diclekent Mahallesi Mastfıroş Caddesi  No:1A/1 Kayapınar / DİYARBAKIR,SKT/53766,AC,AC_TYPE2,8
436.0,ŞRJ/19182,Kutay Deluxe,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Diclekent Mahallesi Mastfıroş Caddesi  No:1A/1 Kayapınar / DİYARBAKIR,SKT/53767,AC,AC_TYPE2,8
436.0,ŞRJ/19182,Kutay Deluxe,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Diclekent Mahallesi Mastfıroş Caddesi  No:1A/1 Kayapınar / DİYARBAKIR,SKT/53768,AC,AC_TYPE2,8
436.0,ŞRJ/19182,Kutay Deluxe,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Diclekent Mahallesi Mastfıroş Caddesi  No:1A/1 Kayapınar / DİYARBAKIR,SKT/53769,AC,AC_TYPE2,8
436.0,ŞRJ/19182,Kutay Deluxe,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Diclekent Mahallesi Mastfıroş Caddesi  No:1A/1 Kayapınar / DİYARBAKIR,SKT/53770,AC,AC_TYPE2,8
436.0,ŞRJ/19182,Kutay Deluxe,OZEL,PROMASTER,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ,PROMASTER ELEKTRONİK ELEKTRİK ANONİM ŞİRKETİ, ,Diclekent Mahallesi Mastfıroş Caddesi  No:1A/1 Kayapınar / DİYARBAKIR,SKT/53771,AC,AC_TYPE2,8
437.0,ŞRJ/5558,TÜVTÜRK Araç Muayene İstasyonu-Onuncuyıl/İSTANBUL,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Yeşilbayır Mahallesi Mira Caddesi  No:58 /1 Arnavutköy / İSTANBUL,SKT/12070,DC,DC_CCS,180
437.0,ŞRJ/5558,TÜVTÜRK Araç Muayene İstasyonu-Onuncuyıl/İSTANBUL,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Yeşilbayır Mahallesi Mira Caddesi  No:58 /1 Arnavutköy / İSTANBUL,SKT/12071,DC,DC_CCS,180
438.0,ŞRJ/5560,TÜVTÜRK Araç Muayene İstasyonu-Tuzla/İSTANBUL,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Aydınlı Mahallesi Mayıs Sokağı  No:5  Merkez Tuzla / İSTANBUL,SKT/12074,DC,DC_CCS,180
438.0,ŞRJ/5560,TÜVTÜRK Araç Muayene İstasyonu-Tuzla/İSTANBUL,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Aydınlı Mahallesi Mayıs Sokağı  No:5  Merkez Tuzla / İSTANBUL,SKT/12075,DC,DC_CCS,180
439.0,ŞRJ/5561,TÜVTÜRK Araç Muayene İstasyonu-Merkez/ELAZIĞ,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Ataşehir Mahallesi Malatya Caddesi  No:600 /1 Merkez / ELAZIĞ,SKT/12076,DC,DC_CCS,180
439.0,ŞRJ/5561,TÜVTÜRK Araç Muayene İstasyonu-Merkez/ELAZIĞ,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Ataşehir Mahallesi Malatya Caddesi  No:600 /1 Merkez / ELAZIĞ,SKT/12077,DC,DC_CCS,180
440.0,ŞRJ/5562,TÜVTÜRK Araç Muayene İstasyonu-Yüreğir/ADANA,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Levent Mahallesi 1792 Sokağı  No:11  Merkez Yüreğir / ADANA,SKT/12078,AC,AC_TYPE2,22
441.0,ŞRJ/5563,TÜVTÜRK Araç Muayene İstasyonu-Merkez/AFYONKARAHİSAR,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Sakarya Mahallesi Ankara Caddesi  No:31 Merkez / AFYONKARAHİSAR,SKT/12079,AC,AC_TYPE2,22
442.0,ŞRJ/5564,TÜVTÜRK Araç Muayene İstasyonu-Merkez/AKSARAY,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Bahçesaray Mahallesi  No:174 Merkez / AKSARAY,SKT/12080,AC,AC_TYPE2,22
443.0,ŞRJ/5565,TÜVTÜRK Araç Muayene İstasyonu-Merzifon/AMASYA,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Buğdaylı Mahallesi  No:17 Merzifon / AMASYA,SKT/12081,AC,AC_TYPE2,22
444.0,ŞRJ/5566,TÜVTÜRK Araç Muayene İstasyonu-İstanbul Yolu/ANKARA,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Şehit Osman Avcı Mahallesi Malazgirt 1071 Sokağı  No:23  Merkez Etimesgut / ANKARA,SKT/12082,AC,AC_TYPE2,22
445.0,ŞRJ/5593,TÜVTÜRK Araç Muayene İstasyonu-Polatlı/ANKARA,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Gülveren Mahallesi Iraz Sokağı  No:5  Merkez Polatlı / ANKARA,SKT/12137,AC,AC_TYPE2,22
446.0,ŞRJ/5594,TÜVTÜRK Araç Muayene İstasyonu-Manavgat/ANTALYA,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Sanayi Mahallesi 2072 Sokağı  No:3 Manavgat / ANTALYA,SKT/12138,AC,AC_TYPE2,22
447.0,ŞRJ/5595,TÜVTÜRK Araç Muayene İstasyonu-Söke/AYDIN,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Yenicami Mahallesi Akeller Caddesi  No:120 Söke / AYDIN,SKT/12139,AC,AC_TYPE2,22
448.0,ŞRJ/5596,TÜVTÜRK Araç Muayene İstasyonu-Ayvalık/BALIKESİR,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Küçükköy Mahallesi Telli Kavak Caddesi 31 Sokağı  No:5 Ayvalık / BALIKESİR,SKT/12140,AC,AC_TYPE2,22
449.0,ŞRJ/5598,TÜVTÜRK Araç Muayene İstasyonu-Merkez/BATMAN,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Site Mahallesi  No:180 Merkez / BATMAN,SKT/12143,AC,AC_TYPE2,22
450.0,ŞRJ/5599,TÜVTÜRK Araç Muayene İstasyonu-Merkez/BİNGÖL,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Simani Mahallesi Kemer Sokağı  No:2 Merkez / BİNGÖL,SKT/12144,AC,AC_TYPE2,22
451.0,ŞRJ/5600,TÜVTÜRK Araç Muayene İstasyonu-Gemlik/BURSA,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Engürücük Mahallesi Köy Sokağı  No:407 /1  Engürücük Gemlik / BURSA,SKT/12145,AC,AC_TYPE2,22
452.0,ŞRJ/5601,TÜVTÜRK Araç Muayene İstasyonu-Merkez/ÇANAKKALE,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,İsmetpaşa Mahallesi Atıkhisar Caddesi  No:112 Merkez / ÇANAKKALE,SKT/12146,AC,AC_TYPE2,22
453.0,ŞRJ/5602,TÜVTÜRK Araç Muayene İstasyonu-Merkez/DENİZLİ,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Hacıeyüplü Mahallesi 3204 Sokağı  No:2 /2 Merkezefendi / DENİZLİ,SKT/12147,AC,AC_TYPE2,22
454.0,ŞRJ/5603,TÜVTÜRK Araç Muayene İstasyonu-Merkez/DİYARBAKIR,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Bağcılar Mahallesi Zümrüt Kent Caddesi  No:74 Merkez / DİYARBAKIR,SKT/12148,AC,AC_TYPE2,22
455.0,ŞRJ/5604,TÜVTÜRK Araç Muayene İstasyonu-Merkez/EDİRNE,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Kocasinan Mahallesi E-5 Karayolu Caddesi  No:53 /1  Demirkapı Merkez / EDİRNE,SKT/12149,AC,AC_TYPE2,22
456.0,ŞRJ/5605,TÜVTÜRK Araç Muayene İstasyonu-Merkez/TUNCELİ,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,İsmet İnönü Mahallesi  No:60 /1  Harçik  Kümeevler Merkez / TUNCELİ,SKT/12150,AC,AC_TYPE2,22
457.0,ŞRJ/5606,TÜVTÜRK Araç Muayene İstasyonu-Şehitkamil/GAZİANTEP,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Sacır Mahallesi 147074 Sokağı  No:32  Merkez Şehitkamil / GAZİANTEP,SKT/12151,AC,AC_TYPE2,22
458.0,ŞRJ/5607,TÜVTÜRK Araç Muayene İstasyonu-Merkez/HAKKARİ,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Sümbül Mahallesi  No:420 Merkez / HAKKARİ,SKT/12152,AC,AC_TYPE2,22
459.0,ŞRJ/5608,TÜVTÜRK Araç Muayene İstasyonu-Yüksekova/HAKKARİ,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Akçalı Mahallesi  No:109  Akçalı Yüksekova / HAKKARİ,SKT/12153,AC,AC_TYPE2,22
460.0,ŞRJ/5609,TÜVTÜRK Araç Muayene İstasyonu-Merkez/IĞDIR,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Namık Kemal Mahallesi Ortaokul Sokağı  No:51  Melekli Merkez / IĞDIR,SKT/12154,AC,AC_TYPE2,22
461.0,ŞRJ/5610,TÜVTÜRK Araç Muayene İstasyonu-Kavaklı/İSTANBUL,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Kavaklı Mahallesi Selanik Caddesi  No:29 Silivri / İSTANBUL,SKT/12155,AC,AC_TYPE2,22
462.0,ŞRJ/5611,TÜVTÜRK Araç Muayene İstasyonu-Şile/İSTANBUL,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Balibey Mahallesi Şile / İSTANBUL,SKT/12156,AC,AC_TYPE2,22
463.0,ŞRJ/5612,TÜVTÜRK Araç Muayene İstasyonu-Aliağa/İZMİR,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Samurlu Mahallesi Yeni Sanayi Sitesi 1248 Sokağı  No:4  Kakaktepe Aliağa / İZMİR,SKT/12157,AC,AC_TYPE2,22
464.0,ŞRJ/5613,TÜVTÜRK Araç Muayene İstasyonu-Pazarcık/KAHRAMANMARAŞ,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Karaçay Mahallesi Pazarcık / KAHRAMANMARAŞ,SKT/12158,AC,AC_TYPE2,22
465.0,ŞRJ/5614,TÜVTÜRK Araç Muayene İstasyonu-Güneşli/KAYSERİ,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Gömeç Mahallesi Şehitveren Caddesi  No:71 Kocasinan / KAYSERİ,SKT/12159,AC,AC_TYPE2,22
466.0,ŞRJ/5615,TÜVTÜRK Araç Muayene İstasyonu-Yahşihan/KIRIKKALE,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Seyitali Mahallesi Seyitali Sokağı  No:51  Kılıçlar Yahşihan / KIRIKKALE,SKT/12160,AC,AC_TYPE2,22
467.0,ŞRJ/5616,TÜVTÜRK Araç Muayene İstasyonu-Köseköy/KOCAELİ,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Köseköy Mahallesi Ezgi Caddesi  No:5 Kartepe / KOCAELİ,SKT/12161,AC,AC_TYPE2,22
