Sıra No,İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Yeşil Şarj İstasyonu mu,Adres,Soket No,Soket Tipi,Soket Türü,Soket Gücü (kW)
25.0,ŞRJ/3211,Next Level Çayyolu Toplu Yapı Sitesi,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Beytepe Mahallesi 5452 Sokağı  No:8 Çankaya / ANKARA,SKT/6221,AC,AC_TYPE2,22
25.0,ŞRJ/3211,Next Level Çayyolu Toplu Yapı Sitesi,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Beytepe Mahallesi 5452 Sokağı  No:8 Çankaya / ANKARA,SKT/6222,AC,AC_TYPE2,22
26.0,ŞRJ/2471,NEXT LEVEL AVM OFİS,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi  No:3 /C1 Çankaya / ANKARA,SKT/4636,AC,AC_TYPE2,22
26.0,ŞRJ/2471,NEXT LEVEL AVM OFİS,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi  No:3 /C1 Çankaya / ANKARA,SKT/4637,AC,AC_TYPE2,22
26.0,ŞRJ/2471,NEXT LEVEL AVM OFİS,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi  No:3 /C1 Çankaya / ANKARA,SKT/4638,AC,AC_TYPE2,22
27.0,ŞRJ/2470,NEXT LEVEL AVM OFİS,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi  No:3 /C1 Çankaya / ANKARA,SKT/4634,DC,DC_CCS,120
27.0,ŞRJ/2470,NEXT LEVEL AVM OFİS,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi  No:3 /C1 Çankaya / ANKARA,SKT/4639,DC,DC_CCS,120
27.0,ŞRJ/2470,NEXT LEVEL AVM OFİS,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi  No:3 /C1 Çankaya / ANKARA,SKT/4640,AC,AC_TYPE2,22
28.0,ŞRJ/2395,Altınköy Açık Hava Müzesi,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Beşikkaya Mahallesi 2044/2 Sokağı  66 Altındağ / ANKARA,SKT/4413,AC,AC_TYPE2,22
28.0,ŞRJ/2395,Altınköy Açık Hava Müzesi,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Beşikkaya Mahallesi 2044/2 Sokağı  66 Altındağ / ANKARA,SKT/4414,AC,AC_TYPE2,22
29.0,ŞRJ/11196,Dinar IYAŞ PARK AVM 240 kW,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Otogar Mahallesi Yeni Denizli Caddesi  No:122 Dinar / AFYONKARAHİSAR,SKT/27665,DC,DC_CCS,240
29.0,ŞRJ/11196,Dinar IYAŞ PARK AVM 240 kW,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Otogar Mahallesi Yeni Denizli Caddesi  No:122 Dinar / AFYONKARAHİSAR,SKT/27735,DC,DC_CCS,240
29.0,ŞRJ/11196,Dinar IYAŞ PARK AVM 240 kW,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Otogar Mahallesi Yeni Denizli Caddesi  No:122 Dinar / AFYONKARAHİSAR,SKT/28497,DC,DC_CCS,240
29.0,ŞRJ/11196,Dinar IYAŞ PARK AVM 240 kW,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Otogar Mahallesi Yeni Denizli Caddesi  No:122 Dinar / AFYONKARAHİSAR,SKT/28498,DC,DC_CCS,240
30.0,ŞRJ/11567,Sivrihisar Can Osman Dinlenme Tesisleri,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kurşunlu Mahallesi  Ankara Eskişehir Yolu Sivrihisar / ESKİŞEHİR,SKT/28710,DC,DC_CCS,240
30.0,ŞRJ/11567,Sivrihisar Can Osman Dinlenme Tesisleri,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kurşunlu Mahallesi  Ankara Eskişehir Yolu Sivrihisar / ESKİŞEHİR,SKT/28711,DC,DC_CCS,240
30.0,ŞRJ/11567,Sivrihisar Can Osman Dinlenme Tesisleri,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kurşunlu Mahallesi  Ankara Eskişehir Yolu Sivrihisar / ESKİŞEHİR,SKT/28712,DC,DC_CCS,120
30.0,ŞRJ/11567,Sivrihisar Can Osman Dinlenme Tesisleri,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kurşunlu Mahallesi  Ankara Eskişehir Yolu Sivrihisar / ESKİŞEHİR,SKT/28713,DC,DC_CCS,120
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/27382,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/27385,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/27386,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/27387,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/27388,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/27394,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/27613,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/27621,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/27622,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/27623,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/27624,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/30525,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/30976,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/30977,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/30978,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/30979,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/30980,AC,AC_TYPE2,22
31.0,ŞRJ/11117,Merkez Ankara Kapalı Otopark,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Gazi Mahallesi Hipodrom Caddesi  No:9  Bucak Merkez Yenimahalle / ANKARA,SKT/30981,AC,AC_TYPE2,22
32.0,ŞRJ/2469,ÇUBUK HYPCO BENZİNLİK,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kurbantepe Caddesi Gazali Sokağı  Atatürk Çubuk / ANKARA,SKT/4633,AC,AC_TYPE2,22
33.0,ŞRJ/2468,TAURUS AVM,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Muhsin Yazıcıoğlu Caddesi  No:190/B  İşçi Blokları Çankaya / ANKARA,SKT/4631,DC,DC_CCS,120
33.0,ŞRJ/2468,TAURUS AVM,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Muhsin Yazıcıoğlu Caddesi  No:190/B  İşçi Blokları Çankaya / ANKARA,SKT/4641,DC,DC_CCS,120
33.0,ŞRJ/2468,TAURUS AVM,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Muhsin Yazıcıoğlu Caddesi  No:190/B  İşçi Blokları Çankaya / ANKARA,SKT/4642,DC,DC_CCS,120
33.0,ŞRJ/2468,TAURUS AVM,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Muhsin Yazıcıoğlu Caddesi  No:190/B  İşçi Blokları Çankaya / ANKARA,SKT/4643,DC,DC_CCS,120
34.0,ŞRJ/8659,Neva Şarj Gimat Gross 120 kW,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Macun Mahallesi Bağdat Caddesi 101 Sokağı  No:1 Yenimahalle / ANKARA,SKT/19935,DC,DC_CCS,120
34.0,ŞRJ/8659,Neva Şarj Gimat Gross 120 kW,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Macun Mahallesi Bağdat Caddesi 101 Sokağı  No:1 Yenimahalle / ANKARA,SKT/19936,DC,DC_CCS,120
35.0,ŞRJ/3399,Merkez Ankara Toplu Yapı Sitesi,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Emniyet Mahallesi Hipodrom Caddesi  No:9/19 Yenimahalle / ANKARA,SKT/6719,AC,AC_TYPE2,22
36.0,ŞRJ/2467,TAVACI RECEP USTA ÇAYYOLU,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Çayyolu Mahallesi Alacaatlı Caddesi  No:9 Çankaya / ANKARA,SKT/4629,AC,AC_TYPE2,22
36.0,ŞRJ/2467,TAVACI RECEP USTA ÇAYYOLU,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Çayyolu Mahallesi Alacaatlı Caddesi  No:9 Çankaya / ANKARA,SKT/4630,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/28022,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/28023,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/28024,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/28025,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/28026,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/28027,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/30777,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/30778,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/30779,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/30780,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/30781,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/30782,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/30783,AC,AC_TYPE2,22
37.0,ŞRJ/11325,Hayat Sebla Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Kızılırmak Mahallesi Erol Yaşar Türkalp Caddesi  No:29  Hayat Sebla Evleri Çankaya / ANKARA,SKT/30784,AC,AC_TYPE2,22
38.0,ŞRJ/4981,ASO 1. OSB Başkanlığı 120 kW,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Ahi Evran Osb Mahallesi  No:No:1/101 Sincan / ANKARA,SKT/10574,DC,DC_CCS,120
38.0,ŞRJ/4981,ASO 1. OSB Başkanlığı 120 kW,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Ahi Evran Osb Mahallesi  No:No:1/101 Sincan / ANKARA,SKT/10575,DC,DC_CCS,120
39.0,ŞRJ/7218,1.OSB ASO Sürekli Eğitim Merkezi,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Ahi Evran Osb Mahallesi 239/2 Sokağı  No:7 Sincan / ANKARA,SKT/16170,AC,AC_TYPE2,22
40.0,ŞRJ/7737,1.OSB Marifet Cami Otoparkı,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Aso 1. Osb Mahallesi  Marifet Cami Otoparkı Sincan / ANKARA,SKT/17612,AC,AC_TYPE2,22
41.0,ŞRJ/8029,ASO 1. OSB Başkanlığı Otopark,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Ahi Evran Osb Mahallesi  No:1  Aso 1. Osb Başkanlığı Sincan / ANKARA,SKT/18320,AC,AC_TYPE2,22
41.0,ŞRJ/8029,ASO 1. OSB Başkanlığı Otopark,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Ahi Evran Osb Mahallesi  No:1  Aso 1. Osb Başkanlığı Sincan / ANKARA,SKT/18321,AC,AC_TYPE2,22
42.0,ŞRJ/7217,1.OSB ASO Teknopark,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Ahi Evran Osb Mahallesi Erkunt Cd. Caddesi  No:3 Sincan / ANKARA,SKT/16169,AC,AC_TYPE2,22
43.0,ŞRJ/12632,Neva Kurumsal Otomotiv AC 22 kW,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Birlik Mahallesi 448 Sokağı  No:69/C  Bucak Merkez Çankaya / ANKARA,SKT/32456,AC,AC_TYPE2,22
44.0,ŞRJ/13534,SÇ Park Dinlenme Tesisi,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Bağdat Mahallesi Uşak Caddesi  No:6 Sinanpaşa / AFYONKARAHİSAR,SKT/35178,DC,DC_CCS,120
44.0,ŞRJ/13534,SÇ Park Dinlenme Tesisi,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Bağdat Mahallesi Uşak Caddesi  No:6 Sinanpaşa / AFYONKARAHİSAR,SKT/35179,DC,DC_CCS,120
44.0,ŞRJ/13534,SÇ Park Dinlenme Tesisi,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Bağdat Mahallesi Uşak Caddesi  No:6 Sinanpaşa / AFYONKARAHİSAR,SKT/35180,DC,DC_CCS,240
44.0,ŞRJ/13534,SÇ Park Dinlenme Tesisi,HALKA_ACIK,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Bağdat Mahallesi Uşak Caddesi  No:6 Sinanpaşa / AFYONKARAHİSAR,SKT/35181,DC,DC_CCS,240
45.0,ŞRJ/13611,Park Vadi Evleri,OZEL,NEVA ŞARJ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,NEVA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ, ,Güzeltepe Mahallesi Hoşdere Caddesi  No:747/3 Çankaya / ANKARA,SKT/35410,AC,AC_TYPE2,22
