name,href,range_km,one_stop_range_km,efficiency_wh_per_km,battery_kwh,fastcharge_kw,acceleration_0_100_sec,towing_kg,cargo_l,weight_kg,raw_text,page_url
Dacia Spring Electric 65 Extreme Discontinued,https://ev-database.org/car/1813/Dacia-Spring-Electric-65-Extreme,160.0,149.0,156.0,25.0,29.0,13.7,0.0,300.0,1035.0,"Dacia Spring Electric 65 Extreme Discontinued (January 2023 - April 2024) A 4 1 V2 L H G Range* 160 km Efficiency* 156 Wh/km Weight 1,035 kg 0-100 13.7 sec 1-Stop Range 149 km Battery* 25.0 kWh Fastcharge 29 kW Towing 0 kg Cargo Vol. 300 L Price/range* €150 /km €24,550 €23,400 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Porsche Taycan GTS Available to order,https://ev-database.org/car/3062/Porsche-Taycan-GTS,535.0,693.0,181.0,97.0,267.0,3.3,0.0,450.0,2360.0,"Porsche Taycan GTS Available to order since November 2024 F 5 V2 L H G Range* 535 km Efficiency* 181 Wh/km Weight 2,360 kg 0-100 3.3 sec 1-Stop Range 693 km Battery 97.0 kWh Fastcharge 267 kW Towing 0 kg Cargo Vol. 450 L Price/range* €273 /km €147,700 €154,233 £118,200",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Smart #5 Pro (MY25) Available to,https://ev-database.org/car/3141/Smart-5-Pro,370.0,395.0,201.0,74.4,110.0,6.9,1600.0,702.0,2275.0,"Smart #5 Pro (MY25) Available to order since May 2025 D 5 5 V2 L H G Range* 370 km Efficiency* 201 Wh/km Weight 2,275 kg 0-100 6.9 sec 1-Stop Range 395 km Battery 74.4 kWh Fastcharge 110 kW Towing 1,600 kg Cargo Vol. 702 L Price/range* €126 /km €45,900 €48,440 £39,800",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Volvo EC40 Twin Motor (MY26) Available,https://ev-database.org/car/3156/Volvo-EC40-Twin-Motor,400.0,438.0,198.0,79.0,110.0,4.8,1800.0,435.0,2185.0,"Volvo EC40 Twin Motor (MY26) Available to order since February 2025 C 5 V2 L H G Range* 400 km Efficiency* 198 Wh/km Weight 2,185 kg 0-100 4.8 sec 1-Stop Range 438 km Battery 79.0 kWh Fastcharge 110 kW Towing 1,800 kg Cargo Vol. 435 L Price/range* €150 /km €61,290 €52,495 £57,660",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Mercedes-Benz EQE SUV 500 4MATIC (MY25),https://ev-database.org/car/3286/Mercedes-Benz-EQE-SUV-500-4MATIC,455.0,482.0,211.0,96.0,141.0,4.7,1800.0,520.0,2615.0,"Mercedes-Benz EQE SUV 500 4MATIC (MY25) Available to order since April 2025 E 5 5 V2 L H G Range* 455 km Efficiency* 211 Wh/km Weight 2,615 kg 0-100 4.7 sec 1-Stop Range 482 km Battery 96.0 kWh Fastcharge 141 kW Towing 1,800 kg Cargo Vol. 520 L Price/range* €222 /km €99,841 €99,372 £90,570",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
BMW iX2 xDrive30 (MY26) Available to,https://ev-database.org/car/3461/BMW-iX2-xDrive30,395.0,429.0,165.0,65.2,95.0,5.6,1200.0,525.0,2095.0,"BMW iX2 xDrive30 (MY26) Available to order since February 2026 C 5 V2 L H G Range* 395 km Efficiency* 165 Wh/km Weight 2,095 kg 0-100 5.6 sec 1-Stop Range 429 km Battery 65.2 kWh Fastcharge 95 kW Towing 1,200 kg Cargo Vol. 525 L Price/range* €158 /km €62,200 €61,374 £55,850",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Renault Zoe Q90 Discontinued (February 2017,https://ev-database.org/car/1078/Renault-Zoe-Q90,245.0,224.0,167.0,41.0,33.0,13.5,0.0,338.0,1555.0,"Renault Zoe Q90 Discontinued (February 2017 - March 2018) B 5 5 V2 L H G Range 245 km Efficiency 167 Wh/km Weight 1,555 kg 0-100 13.5 sec 1-Stop Range 224 km Battery 41.0 kWh Fastcharge 33 kW Towing 0 kg Cargo Vol. 338 L Price/range €126 /km N/A €33,590 £24,520",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Volvo EC40 Single Motor (MY25) Discontinued,https://ev-database.org/car/2123/Volvo-EC40-Single-Motor,360.0,394.0,186.0,67.0,100.0,7.3,1500.0,435.0,2057.0,"Volvo EC40 Single Motor (MY25) Discontinued (February 2024 - April 2025) C 5 V2 L H G Range* 360 km Efficiency* 186 Wh/km Weight 2,057 kg 0-100 7.3 sec 1-Stop Range 394 km Battery 67.0 kWh Fastcharge 100 kW Towing 1,500 kg Cargo Vol. 435 L Price/range* €152 /km €52,690 €50,495 £52,555",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Peugeot e-5008 73 kWh Dual Motor,https://ev-database.org/car/2150/Peugeot-e-5008-73-kWh-Dual-Motor,355.0,374.0,206.0,73.0,90.0,6.5,1000.0,348.0,2406.0,"Peugeot e-5008 73 kWh Dual Motor Available to order since July 2025 D 7 4 V2 L H G Range* 355 km Efficiency* 206 Wh/km Weight 2,406 kg 0-100 6.5 sec 1-Stop Range 374 km Battery 73.0 kWh Fastcharge 90 kW Towing 1,000 kg Cargo Vol. 348 L Price/range* €178 /km €62,500 €59,515 £58,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Peugeot iOn Discontinued (April 2016 -,https://ev-database.org/car/1095/Peugeot-iOn,85.0,101.0,171.0,14.5,30.0,15.9,0.0,166.0,1140.0,"Peugeot iOn Discontinued (April 2016 - April 2020) A 4 4 V2 L H G Range 85 km Efficiency 171 Wh/km Weight 1,140 kg 0-100 15.9 sec 1-Stop Range 101 km Battery 14.5 kWh Fastcharge 30 kW Towing 0 kg Cargo Vol. 166 L Price/range €250 /km €21,800 €22,360 £16,995",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Tesla Model X Ludicrous Performance Discontinued,https://ev-database.org/car/1176/Tesla-Model-X-Ludicrous-Performance,420.0,413.0,226.0,95.0,100.0,3.0,2250.0,,2572.0,"Tesla Model X Ludicrous Performance Discontinued (March 2019 - May 2019) F 7 5 V2 L H G Range 420 km Efficiency 226 Wh/km Weight 2,572 kg 0-100 3.0 sec 1-Stop Range 413 km Battery* 95.0 kWh Fastcharge 100 kW Towing 2,250 kg Cargo Vol. unknown Price/range €274 /km €112,700 €115,920 £101,350",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Ford Mustang Mach-E SR RWD (MY21),https://ev-database.org/car/1242/Ford-Mustang-Mach-E-SR-RWD,365.0,363.0,186.0,68.0,76.0,6.9,750.0,619.0,2044.0,"Ford Mustang Mach-E SR RWD (MY21) Discontinued (January 2021 - April 2022) D 5 5 V2 L H G Range* 365 km Efficiency* 186 Wh/km Weight 2,044 kg 0-100 6.9 sec 1-Stop Range 363 km Battery 68.0 kWh Fastcharge 76 kW Towing 750 kg Cargo Vol. 619 L Price/range* €134 /km €47,500 €50,425 £42,530",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Volkswagen ID.5 Pro Performance Discontinued (January,https://ev-database.org/car/1557/Volkswagen-ID5-Pro-Performance,430.0,459.0,179.0,77.0,124.0,8.4,1000.0,549.0,2117.0,"Volkswagen ID.5 Pro Performance Discontinued (January 2022 - July 2022) C 5 5 V2 L H G Range* 430 km Efficiency* 179 Wh/km Weight 2,117 kg 0-100 8.4 sec 1-Stop Range 459 km Battery 77.0 kWh Fastcharge 124 kW Towing 1,000 kg Cargo Vol. 549 L Price/range* €122 /km €47,550 €50,090 £51,940",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Polestar 3 Long Range Performance (MY23-25),https://ev-database.org/car/1759/Polestar-3-Long-Range-Performance,480.0,516.0,223.0,107.0,150.0,4.7,2200.0,516.0,2654.0,"Polestar 3 Long Range Performance (MY23-25) Available to order since November 2022 E 5 5 V2 L H G Range 480 km Efficiency 223 Wh/km Weight 2,654 kg 0-100 4.7 sec 1-Stop Range 516 km Battery 107.0 kWh Fastcharge 150 kW Towing 2,200 kg Cargo Vol. 516 L Price/range €191 /km €88,190 €93,550 £81,500",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
e.GO e.wave X Discontinued (December 2022,https://ev-database.org/car/1896/eGO-ewave-X,150.0,106.0,180.0,27.0,0.0,,0.0,116.0,1280.0,"e.GO e.wave X Discontinued (December 2022 - May 2024) B 4 V2 L H G Range* 150 km Efficiency* 180 Wh/km Weight 1,280 kg 0-100* 12.0 sec 1-Stop Range 106 km Battery* 27.0 kWh Fastcharge 0 kW Towing 0 kg Cargo Vol. 116 L Price/range* €167 /km €24,990 N/A N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Volkswagen ID.5 GTX (MY26) Discontinued (July,https://ev-database.org/car/3255/Volkswagen-ID5-GTX,445.0,500.0,178.0,79.0,135.0,5.4,1800.0,549.0,2233.0,"Volkswagen ID.5 GTX (MY26) Discontinued (July 2025 - April 2026) C 5 5 V2 L H G Range* 445 km Efficiency* 178 Wh/km Weight 2,233 kg 0-100 5.4 sec 1-Stop Range 500 km Battery 79.0 kWh Fastcharge 135 kW Towing 1,800 kg Cargo Vol. 549 L Price/range* €133 /km €58,755 €63,490 £47,900",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Mitsubishi i-MiEV Discontinued (January 2011 -,https://ev-database.org/car/1029/Mitsubishi-i-MiEV,85.0,98.0,171.0,14.5,30.0,15.9,0.0,166.0,1185.0,"Mitsubishi i-MiEV Discontinued (January 2011 - November 2015) A 4 4 V2 L H G Range 85 km Efficiency 171 Wh/km Weight 1,185 kg 0-100 15.9 sec 1-Stop Range 98 km Battery* 14.5 kWh Fastcharge 30 kW Towing 0 kg Cargo Vol. 166 L Price/range €342 /km €29,393 €30,085 £24,054",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Audi e-tron 55 quattro Discontinued (December,https://ev-database.org/car/1253/Audi-e-tron-55-quattro,365.0,384.0,237.0,86.5,147.0,5.7,1800.0,722.0,2595.0,"Audi e-tron 55 quattro Discontinued (December 2019 - March 2021) E 5 5 V2 L H G Range 365 km Efficiency 237 Wh/km Weight 2,595 kg 0-100 5.7 sec 1-Stop Range 384 km Battery 86.5 kWh Fastcharge 147 kW Towing 1,800 kg Cargo Vol. 722 L Price/range €213 /km €79,445 €71,500 £71,500",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Škoda Enyaq RS (MY24) Discontinued (September,https://ev-database.org/car/2022/Skoda-Enyaq-RS,435.0,480.0,177.0,77.0,120.0,5.5,1200.0,585.0,2251.0,"Škoda Enyaq RS (MY24) Discontinued (September 2023 - January 2025) C 5 5 V2 L H G Range* 435 km Efficiency* 177 Wh/km Weight 2,251 kg 0-100 5.5 sec 1-Stop Range 480 km Battery 77.0 kWh Fastcharge 120 kW Towing 1,200 kg Cargo Vol. 585 L Price/range* €140 /km €61,050 N/A £53,120",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Lotus Emeya 900 Available to order,https://ev-database.org/car/3215/Lotus-Emeya-900,465.0,611.0,213.0,98.9,328.0,2.8,1225.0,543.0,2650.0,"Lotus Emeya 900 Available to order since May 2025 F 5 V2 L H G Range* 465 km Efficiency* 213 Wh/km Weight 2,650 kg 0-100 2.8 sec 1-Stop Range 611 km Battery 98.9 kWh Fastcharge 328 kW Towing 1,225 kg Cargo Vol. 543 L Price/range* €320 /km €145,990 €150,595 £129,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Lancia Ypsilon 54 kWh (MY25) Available,https://ev-database.org/car/3224/Lancia-Ypsilon-54-kWh,325.0,353.0,156.0,50.8,79.0,8.2,0.0,309.0,1561.0,"Lancia Ypsilon 54 kWh (MY25) Available to order since April 2025 B 5 V2 L H G Range* 325 km Efficiency* 156 Wh/km Weight 1,561 kg 0-100 8.2 sec 1-Stop Range 353 km Battery 50.8 kWh Fastcharge 79 kW Towing 0 kg Cargo Vol. 309 L Price/range* €104 /km N/A €33,700 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Smart ForFour Electric Drive Discontinued (March,https://ev-database.org/car/1091/Smart-ForFour-Electric-Drive,95.0,66.0,176.0,16.7,0.0,12.7,0.0,185.0,1200.0,"Smart ForFour Electric Drive Discontinued (March 2017 - September 2018) A 4 4 V2 L H G Range 95 km Efficiency 176 Wh/km Weight 1,200 kg 0-100 12.7 sec 1-Stop Range 66 km Battery* 16.7 kWh Fastcharge 0 kW Towing 0 kg Cargo Vol. 185 L Price/range €232 /km €22,600 €24,050 £16,915",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Volkswagen ID.4 Pure Performance Discontinued (January,https://ev-database.org/car/1411/Volkswagen-ID4-Pure-Performance,285.0,301.0,182.0,52.0,70.0,9.0,1000.0,543.0,1965.0,"Volkswagen ID.4 Pure Performance Discontinued (January 2021 - November 2023) C 5 5 V2 L H G Range 285 km Efficiency 182 Wh/km Weight 1,965 kg 0-100 9.0 sec 1-Stop Range 301 km Battery 52.0 kWh Fastcharge 70 kW Towing 1,000 kg Cargo Vol. 543 L Price/range €154 /km €39,955 €45,390 £40,275",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Škoda Enyaq Coupe iV 80 (MY23),https://ev-database.org/car/1629/Skoda-Enyaq-Coupe-iV-80,445.0,473.0,173.0,77.0,124.0,8.7,1000.0,575.0,2119.0,"Škoda Enyaq Coupe iV 80 (MY23) Discontinued (July 2022 - October 2023) C 5 5 V2 L H G Range* 445 km Efficiency* 173 Wh/km Weight 2,119 kg 0-100 8.7 sec 1-Stop Range 473 km Battery 77.0 kWh Fastcharge 124 kW Towing 1,000 kg Cargo Vol. 575 L Price/range* €118 /km €54,400 €51,990 £44,825",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Audi e-tron S Discontinued (October 2021,https://ev-database.org/car/1658/Audi-e-tron-S,320.0,332.0,270.0,86.5,147.0,4.5,1800.0,722.0,2730.0,"Audi e-tron S Discontinued (October 2021 - November 2022) E 5 5 V2 L H G Range 320 km Efficiency 270 Wh/km Weight 2,730 kg 0-100 4.5 sec 1-Stop Range 332 km Battery 86.5 kWh Fastcharge 147 kW Towing 1,800 kg Cargo Vol. 722 L Price/range €294 /km €93,800 €86,415 £88,435",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Smart #1 Pure (MY24) Available to,https://ev-database.org/car/2217/Smart-1-Pure,250.0,280.0,188.0,47.0,65.0,6.7,0.0,338.0,1855.0,"Smart #1 Pure (MY24) Available to order since June 2024 B 5 5 V2 L H G Range* 250 km Efficiency* 188 Wh/km Weight 1,855 kg 0-100 6.7 sec 1-Stop Range 280 km Battery 47.0 kWh Fastcharge 65 kW Towing 0 kg Cargo Vol. 338 L Price/range* €135 /km €34,990 €32,000 £29,960",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
BMW i5 M60 xDrive Sedan (MY25),https://ev-database.org/car/3114/BMW-i5-M60-xDrive-Sedan,430.0,479.0,189.0,81.2,123.0,3.8,2000.0,490.0,2370.0,"BMW i5 M60 xDrive Sedan (MY25) Available to order since February 2025 E 5 5 V2 L H G Range* 430 km Efficiency* 189 Wh/km Weight 2,370 kg 0-100 3.8 sec 1-Stop Range 479 km Battery 81.2 kWh Fastcharge 123 kW Towing 2,000 kg Cargo Vol. 490 L Price/range* €249 /km €99,500 €109,463 £97,755",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Volkswagen e-Transporter Kombi L2 100 kW,https://ev-database.org/car/3312/Volkswagen-e-Transporter-Kombi-L2-100-kW-64-kWh,250.0,250.0,255.0,63.8,75.0,12.8,2000.0,1000.0,2348.0,"Volkswagen e-Transporter Kombi L2 100 kW 64 kWh Available to order since March 2025 N 9 V2 L H G Range* 250 km Efficiency* 255 Wh/km Weight 2,348 kg 0-100 12.8 sec 1-Stop Range 250 km Battery 63.8 kWh Fastcharge 75 kW Towing 2,000 kg Cargo Vol. 1,000 L Price/range* €252 /km €63,725 €62,990 £54,424",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Volkswagen ID.3 Pro S - 5,https://ev-database.org/car/1534/Volkswagen-ID3-Pro-S---5-Seats,450.0,479.0,171.0,77.0,103.0,7.9,0.0,385.0,1928.0,"Volkswagen ID.3 Pro S - 5 Seats Discontinued (July 2021 - December 2022) C 5 5 V2 L H G Range 450 km Efficiency 171 Wh/km Weight 1,928 kg 0-100 7.9 sec 1-Stop Range 479 km Battery 77.0 kWh Fastcharge 103 kW Towing 0 kg Cargo Vol. 385 L Price/range €98 /km €43,720 €44,490 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Fisker Ocean Ultra Discontinued (March 2023,https://ev-database.org/car/1710/Fisker-Ocean-Ultra,500.0,541.0,213.0,106.5,,4.2,1820.0,476.0,2508.0,"Fisker Ocean Ultra Discontinued (March 2023 - June 2024) D 5 V2 L H G Range* 500 km Efficiency* 213 Wh/km Weight 2,508 kg 0-100 4.2 sec 1-Stop Range 541 km Battery 106.5 kWh Fastcharge* 135 kW Towing 1,820 kg Cargo Vol. 476 L Price/range* €118 /km €58,900 €58,990 £50,900",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Mercedes-Benz EQE AMG 53 4MATIC+ (MY23),https://ev-database.org/car/1902/Mercedes-Benz-EQE-AMG-53-4MATICplus,450.0,490.0,201.0,90.6,136.0,3.5,750.0,430.0,2540.0,"Mercedes-Benz EQE AMG 53 4MATIC+ (MY23) Discontinued (September 2022 - April 2024) E 5 5 V2 L H G Range* 450 km Efficiency* 201 Wh/km Weight 2,540 kg 0-100 3.5 sec 1-Stop Range 490 km Battery 90.6 kWh Fastcharge 136 kW Towing 750 kg Cargo Vol. 430 L Price/range* €275 /km €110,706 €128,613 £114,750",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Volkswagen ID.5 Pro Performance Discontinued (July,https://ev-database.org/car/1913/Volkswagen-ID5-Pro-Performance,430.0,454.0,179.0,77.0,124.0,8.4,1000.0,549.0,2118.0,"Volkswagen ID.5 Pro Performance Discontinued (July 2022 - November 2023) C 5 5 V2 L H G Range 430 km Efficiency 179 Wh/km Weight 2,118 kg 0-100 8.4 sec 1-Stop Range 454 km Battery 77.0 kWh Fastcharge 124 kW Towing 1,000 kg Cargo Vol. 549 L Price/range €128 /km €48,970 €55,690 £52,185",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Mercedes-Benz EQE SUV 300 (MY25) Available,https://ev-database.org/car/3283/Mercedes-Benz-EQE-SUV-300,450.0,485.0,201.0,90.6,141.0,7.1,750.0,520.0,2445.0,"Mercedes-Benz EQE SUV 300 (MY25) Available to order since April 2025 E 5 5 V2 L H G Range* 450 km Efficiency* 201 Wh/km Weight 2,445 kg 0-100 7.1 sec 1-Stop Range 485 km Battery 90.6 kWh Fastcharge 141 kW Towing 750 kg Cargo Vol. 520 L Price/range* €184 /km €83,479 €81,827 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
