name,href,range_km,one_stop_range_km,efficiency_wh_per_km,battery_kwh,fastcharge_kw,acceleration_0_100_sec,towing_kg,cargo_l,weight_kg,raw_text,page_url
Citroën C-Zero Discontinued (January 2011 -,https://ev-database.org/car/1027/Citroen-C-Zero,85.0,101.0,171.0,14.5,30.0,15.9,0.0,166.0,1140.0,"Citroën C-Zero Discontinued (January 2011 - April 2016) A 4 4 V2 L H G Range 85 km Efficiency 171 Wh/km Weight 1,140 kg 0-100 15.9 sec 1-Stop Range 101 km Battery 14.5 kWh Fastcharge 30 kW Towing 0 kg Cargo Vol. 166 L Price/range €328 /km €29,393 €29,950 £21,216",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Peugeot Partner Tepee Electric Discontinued (August,https://ev-database.org/car/1103/Peugeot-Partner-Tepee-Electric,100.0,105.0,205.0,20.5,30.0,19.5,0.0,544.0,1679.0,"Peugeot Partner Tepee Electric Discontinued (August 2017 - March 2020) N 5 V2 L H G Range 100 km Efficiency 205 Wh/km Weight 1,679 kg 0-100 19.5 sec 1-Stop Range 105 km Battery* 20.5 kWh Fastcharge 30 kW Towing 0 kg Cargo Vol. 544 L Price/range €305 /km N/A €30,470 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Mercedes-Benz EQE SUV 350 4MATIC (MY23),https://ev-database.org/car/1761/Mercedes-Benz-EQE-SUV-350-4MATIC,425.0,453.0,209.0,89.0,120.0,6.6,1800.0,520.0,2580.0,"Mercedes-Benz EQE SUV 350 4MATIC (MY23) Discontinued (December 2022 - January 2024) E 5 V2 L H G Range 425 km Efficiency 209 Wh/km Weight 2,580 kg 0-100 6.6 sec 1-Stop Range 453 km Battery 89.0 kWh Fastcharge 120 kW Towing 1,800 kg Cargo Vol. 520 L Price/range €230 /km €89,548 €99,089 £90,560",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Mercedes-Benz EQT 200 Standard Available to,https://ev-database.org/car/1908/Mercedes-Benz-EQT-200-Standard,225.0,225.0,200.0,45.0,50.0,12.6,1500.0,551.0,1867.0,"Mercedes-Benz EQT 200 Standard Available to order since June 2023 N 5 V2 L H G Range* 225 km Efficiency* 200 Wh/km Weight 1,867 kg 0-100 12.6 sec 1-Stop Range 225 km Battery 45.0 kWh Fastcharge 50 kW Towing 1,500 kg Cargo Vol. 551 L Price/range* €200 /km €39,623 €50,227 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=18-50
Peugeot e-Rifter M 50 kWh Available,https://ev-database.org/car/2163/Peugeot-e-Rifter-M-50-kWh,235.0,246.0,213.0,50.0,80.0,11.7,750.0,775.0,1830.0,"Peugeot e-Rifter M 50 kWh Available to order since March 2024 N 5 V2 L H G Range* 235 km Efficiency* 213 Wh/km Weight 1,830 kg 0-100 11.7 sec 1-Stop Range 246 km Battery 50.0 kWh Fastcharge 80 kW Towing 750 kg Cargo Vol. 775 L Price/range* €166 /km €38,440 €42,918 £30,850",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Ford Mustang Mach-E SR RWD (MY25),https://ev-database.org/car/3187/Ford-Mustang-Mach-E-SR-RWD,380.0,408.0,191.0,72.6,100.0,6.2,750.0,619.0,2175.0,"Ford Mustang Mach-E SR RWD (MY25) Available to order since April 2025 D 5 5 V2 L H G Range* 380 km Efficiency* 191 Wh/km Weight 2,175 kg 0-100 6.2 sec 1-Stop Range 408 km Battery 72.6 kWh Fastcharge 100 kW Towing 750 kg Cargo Vol. 619 L Price/range* €142 /km €56,500 €46,970 £50,840",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Lotus Eletre 900 Available to order,https://ev-database.org/car/3217/Lotus-Eletre-900,455.0,553.0,240.0,109.0,246.0,2.9,2250.0,657.0,2725.0,"Lotus Eletre 900 Available to order since May 2025 F 5 V2 L H G Range* 455 km Efficiency* 240 Wh/km Weight 2,725 kg 0-100 2.9 sec 1-Stop Range 553 km Battery 109.0 kWh Fastcharge 246 kW Towing 2,250 kg Cargo Vol. 657 L Price/range* €327 /km €145,990 €150,595 £129,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Porsche Taycan 4S Plus Discontinued (April,https://ev-database.org/car/1238/Porsche-Taycan-4S-Plus,460.0,575.0,182.0,83.7,200.0,4.0,0.0,491.0,2295.0,"Porsche Taycan 4S Plus Discontinued (April 2020 - January 2023) F 5 5 V2 L H G Range 460 km Efficiency 182 Wh/km Weight 2,295 kg 0-100 4.0 sec 1-Stop Range 575 km Battery 83.7 kWh Fastcharge 200 kW Towing 0 kg Cargo Vol. 491 L Price/range €245 /km €114,389 €120,031 £90,406",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Fiat 500e Cabrio 24 kWh Available,https://ev-database.org/car/1727/Fiat-500e-Cabrio-24-kWh,135.0,150.0,158.0,21.3,40.0,9.0,0.0,185.0,1281.0,"Fiat 500e Cabrio 24 kWh Available to order since July 2022 B 4 4 V2 L H G Range* 135 km Efficiency* 158 Wh/km Weight 1,281 kg 0-100 9.0 sec 1-Stop Range 150 km Battery 21.3 kWh Fastcharge 40 kW Towing 0 kg Cargo Vol. 185 L Price/range* €248 /km €35,490 €31,490 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Opel Zafira-e Life L 75 kWh,https://ev-database.org/car/1349/Opel-Zafira-e-Life-L-75-kWh,265.0,252.0,260.0,69.0,77.0,13.3,1000.0,,2161.0,"Opel Zafira-e Life L 75 kWh Discontinued (February 2021 - January 2024) N 9 V2 L H G Range* 265 km Efficiency* 260 Wh/km Weight 2,161 kg 0-100 13.3 sec 1-Stop Range 252 km Battery 69.0 kWh Fastcharge 77 kW Towing 1,000 kg Cargo Vol. unknown Price/range* €261 /km €70,075 €68,134 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Škoda Enyaq Coupe RS (MY24) Discontinued,https://ev-database.org/car/2026/Skoda-Enyaq-Coupe-RS,450.0,493.0,171.0,77.0,120.0,5.5,1200.0,570.0,2258.0,"Škoda Enyaq Coupe RS (MY24) Discontinued (September 2023 - January 2025) C 5 5 V2 L H G Range 450 km Efficiency 171 Wh/km Weight 2,258 kg 0-100 5.5 sec 1-Stop Range 493 km Battery 77.0 kWh Fastcharge 120 kW Towing 1,200 kg Cargo Vol. 570 L Price/range €140 /km €63,300 €62,690 £54,820",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Ford Mustang Mach-E ER AWD (MY23.75),https://ev-database.org/car/2037/Ford-Mustang-Mach-E-ER-AWD,440.0,447.0,207.0,91.0,115.0,5.8,1500.0,619.0,2257.0,"Ford Mustang Mach-E ER AWD (MY23.75) Discontinued (October 2023 - August 2024) D 5 5 V2 L H G Range* 440 km Efficiency* 207 Wh/km Weight 2,257 kg 0-100 5.8 sec 1-Stop Range 447 km Battery 91.0 kWh Fastcharge 115 kW Towing 1,500 kg Cargo Vol. 619 L Price/range* €158 /km €65,900 €66,940 £65,405",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Audi Q6 Sportback e-tron quattro (MY25),https://ev-database.org/car/3043/Audi-Q6-Sportback-e-tron-quattro,500.0,585.0,190.0,94.9,186.0,5.9,2400.0,575.0,2400.0,"Audi Q6 Sportback e-tron quattro (MY25) Discontinued (November 2024 - December 2025) D 5 5 V2 L H G Range 500 km Efficiency 190 Wh/km Weight 2,400 kg 0-100 5.9 sec 1-Stop Range 585 km Battery 94.9 kWh Fastcharge 186 kW Towing 2,400 kg Cargo Vol. 575 L Price/range €160 /km €77,100 €79,990 £71,475",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Mini Aceman JCW Available to order,https://ev-database.org/car/3059/Mini-Aceman-JCW,280.0,294.0,176.0,49.2,75.0,6.4,750.0,300.0,1825.0,"Mini Aceman JCW Available to order since October 2024 B 5 5 V2 L H G Range* 280 km Efficiency* 176 Wh/km Weight 1,825 kg 0-100 6.4 sec 1-Stop Range 294 km Battery 49.2 kWh Fastcharge 75 kW Towing 750 kg Cargo Vol. 300 L Price/range* €170 /km €43,150 €52,490 £40,800",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Ford e-Tourneo Custom L2 210 kW,https://ev-database.org/car/3165/Ford-e-Tourneo-Custom-L2-210-kW,235.0,245.0,272.0,64.0,105.0,,2000.0,819.0,2602.0,"Ford e-Tourneo Custom L2 210 kW Discontinued (November 2023 - December 2025) N 8 5 V2 L H G Range* 235 km Efficiency* 272 Wh/km Weight 2,602 kg 0-100* 8.0 sec 1-Stop Range 245 km Battery 64.0 kWh Fastcharge 105 kW Towing 2,000 kg Cargo Vol. 819 L Price/range* €326 /km €76,517 N/A N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Audi Q4 Sportback e-tron 50 quattro,https://ev-database.org/car/1492/Audi-Q4-Sportback-e-tron-50-quattro,400.0,433.0,192.0,76.6,103.0,6.2,1200.0,535.0,2215.0,"Audi Q4 Sportback e-tron 50 quattro (MY21-23) Discontinued (August 2021 - January 2024) C 5 5 V2 L H G Range* 400 km Efficiency* 192 Wh/km Weight 2,215 kg 0-100 6.2 sec 1-Stop Range 433 km Battery 76.6 kWh Fastcharge 103 kW Towing 1,200 kg Cargo Vol. 535 L Price/range* €167 /km €59,900 €73,065 £58,510",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Porsche Macan 4S Electric (MY25) Discontinued,https://ev-database.org/car/2244/Porsche-Macan-4S-Electric,470.0,553.0,202.0,94.9,186.0,4.1,2000.0,624.0,2420.0,"Porsche Macan 4S Electric (MY25) Discontinued (July 2024 - November 2025) D 5 5 V2 L H G Range* 470 km Efficiency* 202 Wh/km Weight 2,420 kg 0-100 4.1 sec 1-Stop Range 553 km Battery 94.9 kWh Fastcharge 186 kW Towing 2,000 kg Cargo Vol. 624 L Price/range* €196 /km €90,700 €96,700 £76,900",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Tesla Model X P90D Discontinued (October,https://ev-database.org/car/1054/Tesla-Model-X-P90D,375.0,366.0,228.0,85.5,90.0,4.0,,,2514.0,"Tesla Model X P90D Discontinued (October 2016 - November 2016) F 7 V2 L H G Range* 375 km Efficiency* 228 Wh/km Weight 2,514 kg 0-100 4.0 sec 1-Stop Range 366 km Battery* 85.5 kWh Fastcharge 90 kW Towing unknown Cargo Vol. unknown Price/range* €353 /km €131,300 €133,500 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Voyah Courage 80 kWh RWD Available,https://ev-database.org/car/3136/Voyah-Courage-80-kWh-RWD,395.0,434.0,196.0,77.3,110.0,6.8,1700.0,527.0,2174.0,"Voyah Courage 80 kWh RWD Available to order since July 2025 D 5 5 V2 L H G Range* 395 km Efficiency* 196 Wh/km Weight 2,174 kg 0-100 6.8 sec 1-Stop Range 434 km Battery 77.3 kWh Fastcharge 110 kW Towing 1,700 kg Cargo Vol. 527 L Price/range* €114 /km N/A €44,990 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Lancia Ypsilon 54 kWh HF (MY25),https://ev-database.org/car/3225/Lancia-Ypsilon-54-kWh-HF,305.0,330.0,167.0,50.8,79.0,5.6,0.0,309.0,1631.0,"Lancia Ypsilon 54 kWh HF (MY25) Available to order since April 2025 B 5 V2 L H G Range* 305 km Efficiency* 167 Wh/km Weight 1,631 kg 0-100 5.6 sec 1-Stop Range 330 km Battery 50.8 kWh Fastcharge 79 kW Towing 0 kg Cargo Vol. 309 L Price/range* €134 /km N/A €40,950 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Porsche Taycan Plus Discontinued (February 2021,https://ev-database.org/car/1394/Porsche-Taycan-Plus,475.0,592.0,176.0,83.7,200.0,5.4,0.0,491.0,2205.0,"Porsche Taycan Plus Discontinued (February 2021 - January 2023) F 5 5 V2 L H G Range 475 km Efficiency 176 Wh/km Weight 2,205 kg 0-100 5.4 sec 1-Stop Range 592 km Battery 83.7 kWh Fastcharge 200 kW Towing 0 kg Cargo Vol. 491 L Price/range €200 /km €94,123 €99,544 £79,549",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Mercedes-Benz EQS AMG 53 4MATIC+ Discontinued,https://ev-database.org/car/1537/Mercedes-Benz-EQS-AMG-53-4MATICplus,540.0,591.0,200.0,107.8,169.0,3.4,750.0,610.0,2655.0,"Mercedes-Benz EQS AMG 53 4MATIC+ Discontinued (February 2022 - June 2023) F 5 5 V2 L H G Range 540 km Efficiency 200 Wh/km Weight 2,655 kg 0-100 3.4 sec 1-Stop Range 591 km Battery 107.8 kWh Fastcharge 169 kW Towing 750 kg Cargo Vol. 610 L Price/range €320 /km €155,009 €176,608 £161,860",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Mercedes-Benz EQB 250+ Discontinued (November 2022,https://ev-database.org/car/1778/Mercedes-Benz-EQB-250plus,410.0,401.0,172.0,70.5,90.0,8.9,0.0,495.0,2115.0,"Mercedes-Benz EQB 250+ Discontinued (November 2022 - October 2023) C 7 5 V2 L H G Range 410 km Efficiency 172 Wh/km Weight 2,115 kg 0-100 8.9 sec 1-Stop Range 401 km Battery 70.5 kWh Fastcharge 90 kW Towing 0 kg Cargo Vol. 495 L Price/range €133 /km €53,978 €54,966 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Mercedes-Benz EQE AMG 43 4MATIC (MY22-23),https://ev-database.org/car/1652/Mercedes-Benz-EQE-AMG-43-4MATIC,455.0,490.0,199.0,90.6,136.0,4.2,750.0,430.0,2525.0,"Mercedes-Benz EQE AMG 43 4MATIC (MY22-23) Discontinued (April 2022 - September 2023) E 5 5 V2 L H G Range 455 km Efficiency 199 Wh/km Weight 2,525 kg 0-100 4.2 sec 1-Stop Range 490 km Battery 90.6 kWh Fastcharge 136 kW Towing 750 kg Cargo Vol. 430 L Price/range €236 /km €103,827 €111,068 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Mercedes-Benz EQB 250 Discontinued (March 2022,https://ev-database.org/car/1664/Mercedes-Benz-EQB-250,385.0,397.0,173.0,66.5,99.0,8.9,0.0,495.0,2110.0,"Mercedes-Benz EQB 250 Discontinued (March 2022 - October 2023) C 7 5 V2 L H G Range 385 km Efficiency 173 Wh/km Weight 2,110 kg 0-100 8.9 sec 1-Stop Range 397 km Battery 66.5 kWh Fastcharge 99 kW Towing 0 kg Cargo Vol. 495 L Price/range €146 /km €52,550 €59,917 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Volkswagen ID.5 Pro Discontinued (July 2022,https://ev-database.org/car/1912/Volkswagen-ID5-Pro,430.0,454.0,179.0,77.0,124.0,10.4,1000.0,549.0,2118.0,"Volkswagen ID.5 Pro Discontinued (July 2022 - November 2023) C 5 5 V2 L H G Range 430 km Efficiency 179 Wh/km Weight 2,118 kg 0-100 10.4 sec 1-Stop Range 454 km Battery 77.0 kWh Fastcharge 124 kW Towing 1,000 kg Cargo Vol. 549 L Price/range €124 /km €47,935 €53,990 £50,710",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
NIO ET5 Touring Standard Range Available,https://ev-database.org/car/1915/NIO-ET5-Touring-Standard-Range,400.0,434.0,184.0,73.5,110.0,4.0,1400.0,450.0,2265.0,"NIO ET5 Touring Standard Range Available to order since July 2023 E 5 5 V2 L H G Range* 400 km Efficiency* 184 Wh/km Weight 2,265 kg 0-100 4.0 sec 1-Stop Range 434 km Battery 73.5 kWh Fastcharge 110 kW Towing 1,400 kg Cargo Vol. 450 L Price/range* €154 /km €59,500 €63,900 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
GWM ORA 03 GT Available to,https://ev-database.org/car/2093/GWM-ORA-03-GT,325.0,300.0,182.0,59.3,54.0,8.2,0.0,228.0,1655.0,"GWM ORA 03 GT Available to order since January 2024 C 5 5 V2 L H G Range 325 km Efficiency 182 Wh/km Weight 1,655 kg 0-100 8.2 sec 1-Stop Range 300 km Battery 59.3 kWh Fastcharge 54 kW Towing 0 kg Cargo Vol. 228 L Price/range €115 /km €37,490 N/A N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Škoda Enyaq Coupe 60 (MY25) Discontinued,https://ev-database.org/car/3099/Skoda-Enyaq-Coupe-60,370.0,429.0,159.0,59.0,110.0,8.1,1000.0,570.0,2003.0,"Škoda Enyaq Coupe 60 (MY25) Discontinued (January 2025 - April 2026) C 5 5 V2 L H G Range* 370 km Efficiency* 159 Wh/km Weight 2,003 kg 0-100 8.1 sec 1-Stop Range 429 km Battery 59.0 kWh Fastcharge 110 kW Towing 1,000 kg Cargo Vol. 570 L Price/range* €124 /km €46,850 €44,990 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Mercedes-Benz EQS 580 4MATIC Discontinued (October,https://ev-database.org/car/1484/Mercedes-Benz-EQS-580-4MATIC,590.0,654.0,183.0,107.8,169.0,4.3,750.0,610.0,2620.0,"Mercedes-Benz EQS 580 4MATIC Discontinued (October 2021 - June 2023) F 5 5 V2 L H G Range 590 km Efficiency 183 Wh/km Weight 2,620 kg 0-100 4.3 sec 1-Stop Range 654 km Battery 107.8 kWh Fastcharge 169 kW Towing 750 kg Cargo Vol. 610 L Price/range €267 /km €141,705 €173,825 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Volvo EX40 Twin Motor Performance (MY26),https://ev-database.org/car/3161/Volvo-EX40-Twin-Motor-Performance,385.0,414.0,205.0,79.0,110.0,4.6,1800.0,441.0,2170.0,"Volvo EX40 Twin Motor Performance (MY26) Available to order since February 2025 C 5 V2 L H G Range* 385 km Efficiency* 205 Wh/km Weight 2,170 kg 0-100 4.6 sec 1-Stop Range 414 km Battery 79.0 kWh Fastcharge 110 kW Towing 1,800 kg Cargo Vol. 441 L Price/range* €163 /km €62,890 €56,495 £59,610",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Hongqi E-HS7 111 kWh Long Range,https://ev-database.org/car/3264/Hongqi-E-HS7-111-kWh-Long-Range,455.0,535.0,209.0,95.3,210.0,6.3,1500.0,705.0,2458.0,"Hongqi E-HS7 111 kWh Long Range Available to order since January 2025 E 5 5 V2 L H G Range* 455 km Efficiency* 209 Wh/km Weight 2,458 kg 0-100 6.3 sec 1-Stop Range 535 km Battery* 95.3 kWh Fastcharge 210 kW Towing 1,500 kg Cargo Vol. 705 L Price/range* €121 /km N/A €54,995 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
Cadillac LYRIQ-V (MY26) Available to order,https://ev-database.org/car/3266/Cadillac-LYRIQ-V,400.0,392.0,228.0,91.0,100.0,3.3,1587.0,588.0,2745.0,"Cadillac LYRIQ-V (MY26) Available to order since June 2025 E 5 V2 L H G Range* 400 km Efficiency* 228 Wh/km Weight 2,745 kg 0-100 3.3 sec 1-Stop Range 392 km Battery 91.0 kWh Fastcharge 100 kW Towing 1,587 kg Cargo Vol. 588 L Price/range* €249 /km €99,640 N/A N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=19-50
